Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon
2722,Cleaver Heath,SJ257826,325700,382600,1980.0,England,9.0,6,2017,2023,UKBMS,53.33506868013851,-3.117238245244134
2724,RSPB Burton Mere Wetlands,SJ314734,331400,373400,2500.0,England,6.0,5,2017,2023,UKBMS,53.2531567222905,-3.029665271766875
2725,New Ferry Butterfly Park,SJ333850,333300,385000,783.0,England,8.0,7,2017,2023,UKBMS,53.357652246035,-3.00363459865456
2727,Hatchmere,SJ551721,355100,372100,1380.0,England,9.0,6,2017,2023,UKBMS,53.24401141449807,-2.674289744911544
2728,Sankey Valley Park,SJ592894,359200,389400,3000.0,England,7.0,7,2017,2023,UKBMS,53.39983833942566,-2.615087787426701
2733,Leftwich Woods,SJ666717,366600,371700,620.0,England,13.0,7,2017,2023,UKBMS,53.24126653290504,-2.501927451876155
2734,"Ashton's Flash, Northwich",SJ666749,366600,374900,1200.0,England,9.0,7,2017,2023,UKBMS,53.270029508992685,-2.502264437186257
2736,Cluse Hey (Lyme Park),SJ958814,395800,381400,1324.0,England,11.0,4,2018,2022,UKBMS,53.32949736440213,-2.064524775657939
2737,Caldecott,SJ435522,343500,352200,800.0,England,8.0,6,2018,2023,UKBMS,53.06404103160414,-2.8445797253878493
2739,Elmerhurst (Lyme Park),SJ963837,396300,383700,1391.0,England,5.0,5,2018,2023,UKBMS,53.35017508464159,-2.057045016318243
2740,Riverside Park Macclesfield,SJ913745,391300,374500,1473.0,England,5.0,6,2018,2023,UKBMS,53.26741960933724,-2.131900279925499
2741,Yew Tree Farm,SJ723876,372300,387600,1685.0,England,12.0,4,2018,2023,UKBMS,53.38451207336036,-2.4179152071994436
2742,Kelsall 1,SJ523681,352300,368100,1130.0,England,5.0,5,2019,2023,UKBMS,53.20781416140986,-2.715644662303113
2743,Caldy Nature Park,SJ423649,342300,364900,1400.0,England,9.0,5,2019,2023,UKBMS,53.17805961868655,-2.864773305042137
2744,Quarry Bank Revised,SJ834830,383400,383000,2896.0,England,5.0,5,2019,2023,UKBMS,53.34363272978939,-2.2507933071586512
2745,Tatton Park,SJ758819,375800,381900,3956.0,England,7.0,5,2019,2023,UKBMS,53.33345069176759,-2.364858124070594
2747,Bickerton Hills 2,SJ495527,349500,352700,2350.0,England,8.0,5,2019,2023,UKBMS,53.069137143737166,-2.7551316116597424
2748,Wallasey Sandhills,SJ276925,327600,392500,1750.0,England,11.0,5,2019,2023,UKBMS,53.42430334218665,-3.09098378502329
2749,Whiteoak Wood (revised),SJ732880,373200,388000,3180.0,England,14.0,2,2019,2022,UKBMS,53.388154039024045,-2.404418778651249
2751,Kerridge Hill,SJ944759,394400,375900,2334.0,England,10.0,5,2019,2023,UKBMS,53.28004629793556,-2.0854466227085897
2752,Dunham Massey Gardens,SJ736874,373600,387400,1800.0,England,15.0,2,2022,2023,UKBMS,53.382781254739626,-2.3983543174694875
2753,Crown Farm Sand Quarry,SJ572704,357200,370400,1250.0,England,5.0,4,2020,2023,UKBMS,53.228905305394285,-2.6425942783471688
2754,Marshall's Arm Revision 2021,SJ649721,364900,372100,1980.0,England,7.0,3,2021,2023,UKBMS,53.24475187474958,-2.527443496303358
2755,Marbury (Including Flashes and Big Wood),SJ660758,366000,375800,6153.0,England,11.0,3,2021,2023,UKBMS,53.27808080917576,-2.5113571214361134
2756,Garden (Lyme Park),SJ965823,396500,382300,1628.0,England,5.0,3,2021,2023,UKBMS,53.33759239638668,-2.0540245898664264
2757,Hatchmere (Beaver Enclosure),SJ547723,354700,372300,450.0,England,6.0,3,2021,2023,UKBMS,53.24577498135124,-2.6803118467616214
2758,Macclesfield Forest,SJ959710,395900,371000,2308.0,England,12.0,3,2021,2023,UKBMS,53.23601538657791,-2.062885322918206
2759,Nantwich Lake and River Weaver (Revised),SJ648515,364800,351500,1602.0,England,8.0,3,2021,2023,UKBMS,53.0595810838391,-2.5266701503612596
2760,Alderley Edge Stormy Point,SJ860770,386000,377000,3890.0,England,7.0,2,2021,2022,UKBMS,53.289776761850135,-2.211474747036878
2761,Jacksons' Brickworks Local Nature Reserve,SJ947845,394700,384500,1407.0,England,9.0,3,2021,2023,UKBMS,53.357352017840334,-2.081094221172768
2762,Cross Lane,SJ289916,328900,391600,1370.0,England,3.0,3,2021,2023,UKBMS,53.416392197168285,-3.071221030626334
2763,Alderley Edge Mottram Quarry,SJ862776,386200,377600,2714.0,England,5.0,2,2021,2022,UKBMS,53.29517524618393,-2.208500855444956
2766,Countess of Chester Country Park 2,SJ396687,339600,368700,2556.0,England,6.0,2,2022,2023,UKBMS,53.21191288956577,-2.905885695297697
2767,St Michael's Eco Park,SJ499849,349900,384900,2000.0,England,15.0,2,2022,2023,UKBMS,53.358590563799545,-2.7542303744236043
2768,Macclesfield Leisure Centre & Athletics Track,SJ891745,389100,374500,1116.0,England,8.0,2,2022,2023,UKBMS,53.26737848981708,-2.164885168265515
2769,Bosley Cloud,SJ902635,390200,363500,3176.0,England,5.0,2,2022,2023,UKBMS,53.16852335903753,-2.1480508081149563
2770,Red Rocks - South,SJ207875,320700,387500,,England,3.0,1,2022,2022,UKBMS,53.37837667464408,-3.1935368745251713
2800,Breadsall Cutting,SK385397,438500,339700,2000.0,England,1.0,42,1982,2023,UKBMS,52.953302675488004,-1.4283976378799972
2802,West Hallam Ash Tip,SK439424,443900,342400,1500.0,England,1.0,37,1987,2023,UKBMS,52.97715848850884,-1.3476621197775962
2805,Carsington Water,SK248528,424800,352800,1600.0,England,10.0,30,1994,2023,UKBMS,53.07186328055885,-1.6313065387183754
2806,Aston Brickyard Plantation,SK413303,441300,330300,1000.0,England,1.0,24,2000,2023,UKBMS,52.868600461185295,-1.3879155857273906
2817,Derbyshire Dales Section 12,SK161661,416100,366100,500.0,England,1.0,23,2001,2023,UKBMS,53.19174661351215,-1.7604911600796067
2818,"Shiningford, Carsington Water",SK239517,423900,351700,1900.0,England,10.0,16,2008,2023,UKBMS,53.06201632927699,-1.6448202294292673
2819,"Cinderhill, Shipley Country Park, Heanor",SK431452,443100,345200,2400.0,England,1.0,16,2008,2023,UKBMS,53.00239136374386,-1.3592031504661106
2820,"Darley and Nutwood Wildlife Site, Derby",SK355388,435500,338800,1350.0,England,8.0,15,2009,2023,UKBMS,52.94541894271542,-1.4731469472753491
2821,"Eyes Meadow, Duffield",SK348432,434800,343200,1000.0,England,1.0,14,2010,2023,UKBMS,52.98501558698952,-1.4830923408014034
2822,"Brocks Hill Country Park, Leicester",SP619996,461900,299600,3200.0,England,10.0,15,2009,2023,UKBMS,52.59068500486572,-1.087706410024342
2824,Crich Chase Meadows,SK352523,435200,352300,2000.0,England,10.0,10,2012,2023,UKBMS,53.066787173936376,-1.4761449258271473
2825,Millers Dale Quarry,SK140731,414000,373100,2057.0,England,10.0,12,2012,2023,UKBMS,53.254726935766456,-1.7916163608008202
2826,Chee Dale NR,SK128735,412800,373500,3950.0,England,10.0,12,2012,2023,UKBMS,53.25835246461251,-1.8095868145378737
2827,"Woodside NR, Shipley",SK448436,444800,343600,3650.0,England,10.0,12,2012,2023,UKBMS,52.987870524174554,-1.3340939739764057
2828,"Avenue Washlands NR, Wingerworth",SK398668,439800,366800,1850.0,England,10.0,12,2012,2023,UKBMS,53.19679832600115,-1.4057059171583037
2830,Beeston Sidings,SK545375,454500,337500,600.0,England,3.0,10,2014,2023,UKBMS,52.93214508309362,-1.190638380233514
2831,"Potwell Dyke Grasslands, Southwell",SK702534,470200,353400,730.0,England,7.0,10,2014,2023,UKBMS,53.073229353095705,-0.9536548883285619
2832,"Hammersmith Meadows LNR, Ripley",SK398515,439800,351500,665.0,England,4.0,10,2014,2023,UKBMS,53.05927446603825,-1.4075993023712774
2833,"Carr Wood LNR, Ripley",SK402511,440200,351100,890.0,England,7.0,10,2014,2023,UKBMS,53.055649182012836,-1.4016810848394627
2836,Drakelow NR North,SK226204,422600,320400,1250.0,England,1.0,10,2013,2023,UKBMS,52.78071281193358,-1.6663860899784624
2838,Bingham Linear Park,SK715385,471500,338500,3000.0,England,8.0,11,2013,2023,UKBMS,52.93914192512069,-0.9375475862683569
2839,Poulter Country Park,SK525706,452500,370600,2095.0,England,11.0,11,2013,2023,UKBMS,53.2298534460812,-1.2149977927951832
2840,Creswell Crags,SK532741,453200,374100,1569.0,England,10.0,11,2013,2023,UKBMS,53.26124168786762,-1.2039293166781182
2841,Hollinhill & Markland Grips,SK507751,450700,375100,1910.0,England,10.0,11,2013,2023,UKBMS,53.270473888650315,-1.2412445027078671
2842,Whitwell Woods,SK524780,452400,378000,2180.0,England,10.0,11,2013,2023,UKBMS,53.29637392454261,-1.215279414033785
2843,Radcliffe Wood,SK650381,465000,338100,4060.0,England,10.0,11,2013,2023,UKBMS,52.93637174649674,-1.0343299458335813
2844,"Greenfields, Buxworth",SK027822,402700,382200,1452.0,England,7.0,11,2013,2023,UKBMS,53.336699564609084,-1.9609151150140545
2845,Jim Mart Nature Reserve,SK368648,436800,364800,350.0,England,6.0,11,2013,2023,UKBMS,53.17903679233706,-1.4508390134557483
2846,Toton Washlands,SK485346,448500,334600,2882.0,England,6.0,11,2013,2023,UKBMS,52.906652407057706,-1.2803256223699448
2848,Ticknall Limeyards,SK359234,435900,323400,2050.0,England,8.0,7,2013,2023,UKBMS,52.80696235223137,-1.4688875274147966
2849,Findern Footpaths,SK314303,431400,330300,2085.0,England,10.0,11,2013,2023,UKBMS,52.86926703365993,-1.5349779472480676
2850,Calke Park,SK363229,436300,322900,2450.0,England,6.0,6,2013,2023,UKBMS,52.80244113197542,-1.463009409784203
2851,Rosliston Forestry Centre,SK245177,424500,317700,2163.0,England,8.0,11,2013,2023,UKBMS,52.75635912371789,-1.6384193881934366
2852,Hartshorne Wood,SK330218,433000,321800,2088.0,England,10.0,11,2013,2023,UKBMS,52.79276433165743,-1.5120663239655674
2853,Gresley Wood,SK296173,429600,317300,1876.0,England,8.0,11,2013,2023,UKBMS,52.75250919252306,-1.562890142065444
2854,Markham North Tip,SK453729,445300,372900,2720.0,England,10.0,11,2013,2023,UKBMS,53.251187484494594,-1.322520038473623
2855,Hartington Meadows,SK152611,415200,361100,2012.0,England,10.0,11,2013,2023,UKBMS,53.14682871268012,-1.774196933653112
2856,Kedleston Park,SK313412,431300,341200,2190.0,England,8.0,11,2013,2023,UKBMS,52.967252872227164,-1.5354166049108688
2858,Clough Wood (Darley Bridge),SK257617,425700,361700,1190.0,England,8.0,10,2014,2023,UKBMS,53.15182120404391,-1.6171647899832082
2859,Belper Parks LNR,SK352472,435200,347200,2251.0,England,10.0,10,2014,2023,UKBMS,53.02094469027088,-1.4767001122404424
2860,"Wyver Lane, Belper",SK343493,434300,349300,2130.0,England,4.0,10,2014,2023,UKBMS,53.039879330685075,-1.4898938524861802
2863,Pleasley Pit LNR,SK498644,449800,364400,3120.0,England,10.0,10,2014,2023,UKBMS,53.17438663605925,-1.2564053150623142
2864,Allestree Park LNR,SK350405,435000,340500,1800.0,England,4.0,10,2014,2023,UKBMS,52.9607327488252,-1.480404434561893
2865,Doe Lea & Glapwell Pit,SK467671,446700,367100,2800.0,England,10.0,10,2014,2023,UKBMS,53.198935160278346,-1.302386485951357
2866,Blackwell Trail,SK430576,443000,357600,2003.0,England,8.0,10,2014,2023,UKBMS,53.11385696384379,-1.3590418217950224
2867,Alsop Moor,SK158571,415800,357100,2775.0,England,4.0,10,2014,2023,UKBMS,53.11085581445586,-1.7654219689486697
2869,Mickleover Meadows LNR,SK314357,431400,335700,1545.0,England,8.0,8,2014,2023,UKBMS,52.91780779617464,-1.5344584242279968
2870,Carr Vale NR,SK461702,446100,370200,2300.0,England,10.0,10,2014,2023,UKBMS,53.22685077321498,-1.3109206250468992
2871,"Forbes Hole LNR, Long Eaton",SK495324,449500,332400,1205.0,England,7.0,10,2014,2023,UKBMS,52.88678656530133,-1.2657926673735498
2873,Hardwick Hall Gardens,SK462636,446200,363600,1450.0,England,8.0,10,2014,2023,UKBMS,53.167519905959544,-1.3103752114838048
2874,Northwood Carr,SK270648,427000,364800,2125.0,England,8.0,10,2014,2023,UKBMS,53.17962212110142,-1.597466026180533
2876,Seale Wood,SK301142,430100,314200,1318.0,England,6.0,10,2014,2023,UKBMS,52.724614875197126,-1.5557657040239674
2877,Pick Triangle Wood,SK308177,430800,317700,1609.0,England,10.0,10,2014,2023,UKBMS,52.75603809189762,-1.545074291856218
2878,Sence Valley Country Park,SK400112,440000,311200,2410.0,England,10.0,10,2014,2023,UKBMS,52.697008172303406,-1.409553875580029
2879,"Hicks Lodge, Leicestershire",SK329156,432900,315600,1670.0,England,9.0,10,2014,2023,UKBMS,52.73703738236193,-1.5141695677786655
2881,Hardwick Hall,SK461633,446100,363300,2050.0,England,10.0,8,2014,2023,UKBMS,53.16483207367304,-1.3119140544715306
2882,Hardwick Park,SK453640,445300,364000,2450.0,England,10.0,10,2014,2023,UKBMS,53.17119236240924,-1.3237802802959684
2883,"Hoe Grange Quarry, Longcliffe",SK222561,422200,356100,850.0,England,1.0,9,2015,2023,UKBMS,53.101640404938166,-1.6698846258696285
2884,"Deep Dale NR, Sheldon",SK168701,416800,370100,1580.0,England,5.0,9,2015,2023,UKBMS,53.2276801570645,-1.7498053800264883
2885,"National Stone Centre, Wirksworth",SK285554,428500,355400,1060.0,England,10.0,9,2015,2023,UKBMS,53.09505036354951,-1.57585528721769
2886,Rose End Meadows NR,SK291566,429100,356600,956.0,England,10.0,9,2015,2023,UKBMS,53.1058046262913,-1.5667873364350162
2887,Cromford Canal - North,SK305566,430500,356600,1700.0,England,8.0,9,2015,2023,UKBMS,53.105726739727054,-1.5458762851906702
2888,Cromford Canal - Centre,SK324556,432400,355600,2500.0,England,10.0,9,2015,2023,UKBMS,53.09662646976931,-1.5175976749437623
2889,Cromford Canal - South,SK339535,433900,353500,1800.0,England,10.0,9,2015,2023,UKBMS,53.07765739882762,-1.4954186111589014
2890,Swadlincote Woodlands,SK307195,430700,319500,2472.0,England,10.0,9,2015,2023,UKBMS,52.772224397186946,-1.546387937281079
2892,"Grin Low Wood, Buxton",SK052721,405200,372100,3200.0,England,8.0,9,2015,2023,UKBMS,53.24589543642836,-1.923533180517657
2893,Allestree Park Woodlands (North),SK342408,434200,340800,815.0,England,7.0,9,2015,2023,UKBMS,52.96348084265856,-1.4922818960052777
2897,Netherfield Lagoons,SK635400,463500,340000,2820.0,England,6.0,9,2015,2023,UKBMS,52.95362819225724,-1.056273201054464
2899,Wollaton Hall Park,SK527393,452700,339300,700.0,England,7.0,9,2015,2023,UKBMS,52.948503529227935,-1.2171226983609813
2901,Cowpen Bewley 2 (Woodland Park),NZ481253,448100,525300,3246.0,England,9.0,26,1996,2023,UKBMS,54.6205630480378,-1.2566123490584968
2903,Sherburn Hill,NZ331417,433100,541700,1304.0,England,14.0,7,1990,2022,UKBMS,54.76914023193337,-1.4870435436731468
2905,Thrislington Plantation,NZ315327,431500,532700,2024.0,England,14.0,24,1999,2023,UKBMS,54.68836668074478,-1.5128820431321637
2909,The Whinnies,NZ352137,435200,513700,2200.0,England,14.0,22,2001,2022,UKBMS,54.517382034098375,-1.4577618641526384
2911,Raisby Hill Grassland,NZ335354,433500,535400,1850.0,England,9.0,21,2001,2023,UKBMS,54.71250091618769,-1.4815496890932478
2915,Tees Railway Walk,NZ001197,400100,519700,2215.0,England,10.0,21,2003,2023,UKBMS,54.572517377120086,-1.9999672409312235
2924,Stillington Forest Park,NZ375239,437500,523900,1910.0,England,8.0,22,2002,2023,UKBMS,54.6088783559921,-1.420937885700365
2928,Tanfield Lea,NZ194543,419400,554300,2490.0,England,12.0,19,2003,2022,UKBMS,54.88308047310126,-1.6991407837579082
2930,Castle Eden Dene NNR - West end,NZ411389,441100,538900,1027.0,England,7.0,20,2004,2023,UKBMS,54.74339035917972,-1.36310077190251
2931,Burn Hill,NZ067444,406700,544400,3400.0,England,15.0,18,2004,2022,UKBMS,54.79444381941257,-1.8973199138978911
2936,Newton Hall Junction,NZ283448,428300,544800,1722.0,England,7.0,17,2005,2023,UKBMS,54.79728983592623,-1.5613469620398808
2937,Havannah LNR,NZ220718,422000,571800,2880.0,England,7.0,18,2006,2023,UKBMS,55.040229345773085,-1.657280584365675
2938,Stargate Ponds and Bewes Hills,NZ164632,416400,563200,2134.0,England,11.0,17,2006,2023,UKBMS,54.96316417042778,-1.7453971233933006
2941,Brass Castle - Waldridge North,NZ257496,425700,549600,1273.0,England,5.0,16,2006,2023,UKBMS,54.840562966732996,-1.6013618293108651
2944,West Park Nature Reserve,NZ268166,426800,516600,1360.0,England,15.0,16,2007,2022,UKBMS,54.54395509262318,-1.587253372067303
2948,Cocklawburn Dunes,NU032480,403200,648000,1450.0,England,5.0,16,2008,2023,UKBMS,55.725402891480314,-1.9506196432713914
2949,Greenabella Marsh,NZ519266,451900,526600,3330.0,England,9.0,5,2010,2023,UKBMS,54.63186921512598,-1.197539738243386
2952,Wynyard Woodland Park - Pickard's Meadow,NZ400273,440000,527300,1445.0,England,3.0,13,2010,2022,UKBMS,54.63924020563698,-1.3817722148006666
2954,Sherburn Railway,NZ323417,432300,541700,1190.0,England,9.0,11,2011,2022,UKBMS,54.76919214131407,-1.4994775508222826
2961,Lane Head Quarry,NY987403,398700,540300,1500.0,England,10.0,10,2013,2023,UKBMS,54.75764044447182,-2.0217224658807504
2965,Bearpark Woods,NZ242433,424200,543300,1600.0,England,8.0,9,2015,2023,UKBMS,54.784024023952945,-1.6252411308330805
2967,Black Plantation,NZ137449,413700,544900,1380.0,England,7.0,9,2014,2023,UKBMS,54.79879630748117,-1.788427385411411
2969,Gosforth Park Nature Reserve,NZ259700,425900,570000,2250.0,England,6.0,10,2014,2023,UKBMS,55.023867789461264,-1.596417753733223
2973,Murton Fields,NZ329707,432900,570700,1855.0,England,5.0,8,2015,2022,UKBMS,55.02974575919417,-1.4868509438927027
2974,Horsleyhope Burn,NZ060467,406000,546700,970.0,England,5.0,9,2015,2023,UKBMS,54.815121315692124,-1.9081601450971482
2977,Hunting Hall Farm,NU028410,402800,641000,1300.0,England,5.0,8,2016,2023,UKBMS,55.66250940038116,-1.9570565145970122
2979,Hardwick Park,NZ341290,434100,529000,1570.0,England,7.0,6,2017,2023,UKBMS,54.654948786671916,-1.4729824096326387
2982,Doxford Farm Walk A,NU186232,418600,623200,1550.0,England,7.0,6,2018,2023,UKBMS,55.502229060384074,-1.7071065809118477
2983,Doxford Farm Walk B,NU190236,419000,623600,1960.0,England,5.0,6,2018,2023,UKBMS,55.505807881965666,-1.700747204653441
2984,Tughall Mill,NU223275,422300,627500,2673.0,England,7.0,3,2018,2022,UKBMS,55.54071152920869,-1.6481902143901068
2985,East Park - Hardwick Park,NZ350295,435000,529500,1497.0,England,5.0,5,2018,2023,UKBMS,54.65938046437904,-1.4589738179094214
2986,"Phoenix Site, Billingham",NZ463218,446300,521800,960.0,England,9.0,4,2020,2023,UKBMS,54.589279746045115,-1.2850368506321905
2987,Marsden Old Hall Quarry LNR,NZ396645,439600,564500,1497.0,England,9.0,4,2020,2023,UKBMS,54.97354809744252,-1.3828985829141975
2988,Embleton Quarry,NU231228,423100,622800,1350.0,England,8.0,3,2021,2023,UKBMS,55.498444054781444,-1.6359034912746373
2989,Castle Eden Dene NNR - Bellister Park,NZ427393,442700,539300,1393.0,England,7.0,3,2021,2023,UKBMS,54.74685172970536,-1.338190634929864
2990,Teesmouth,NZ534273,453400,527300,1783.0,England,5.0,3,2021,2023,UKBMS,54.638003124255285,-1.17417864464408
2991,Weetslade Country Park 2,NZ253726,425300,572600,2836.0,England,7.0,3,2021,2023,UKBMS,55.04726183654919,-1.6055731595642366
2992,Cassop NNR,NZ325385,432500,538500,1610.0,England,14.0,2,2021,2022,UKBMS,54.74042353125718,-1.4967256567504656
2993,Denemouth NNR,NZ454405,445400,540500,897.0,England,6.0,2,2021,2022,UKBMS,54.75739872356952,-1.2960634311460555
2994,Denemouth South Bank,NZ456406,445600,540600,379.0,England,6.0,2,2021,2022,UKBMS,54.758279239551584,-1.2929402910282868
3001,Cwm Clydach,SN677036,267700,203600,3000.0,Wales,15.0,10,2002,2023,UKBMS,51.715480024954104,-3.916460899591648
3004,Trawscoed,SH846326,284600,332600,1831.0,Wales,8.0,23,2001,2023,UKBMS,52.8784480574959,-3.7162064242891644
3005,Rushmoor garden to Landshipping Quay,SN018111,201800,211100,2750.0,Wales,10.0,23,2001,2023,UKBMS,51.763410367881,-4.873568398613053
3009,Somerton,SM931005,193100,200500,2420.0,Wales,12.0,21,2002,2023,UKBMS,51.665087013068515,-4.99316471497426
3025,Morfa Dyffryn (Benar dunes),SH574224,257400,322400,1600.0,Wales,5.0,20,2004,2023,UKBMS,52.78029222038439,-4.115647955047759
3034,Newport Wetlands,ST334834,333400,183400,3804.0,Wales,6.0,30,1990,2023,UKBMS,51.54554662874084,-2.9618113559357924
3037,Ramsey Island,SM705236,170500,223600,1700.0,Wales,11.0,16,2007,2023,UKBMS,51.86365391693578,-5.3346550375219275
3040,Rhydymwym Valley Nature Reserve,SJ208660,320800,366000,1800.0,Wales,7.0,17,2005,2023,UKBMS,53.18517555715909,-3.1866676404789325
3046,"Stackpole Warren, Stackpole NNR",SR982945,198200,194500,3620.0,Wales,10.0,17,2007,2023,UKBMS,51.613064814929174,-4.91606237185634
3053,Cors Fochno,SN630910,263000,291000,1857.0,Wales,5.0,21,2001,2023,UKBMS,52.49964303759324,-4.019637708643061
3055,Marford Quarry,SJ357560,335700,356000,1000.0,Wales,14.0,12,2012,2023,UKBMS,53.09731133131907,-2.9617204857941615
3061,Mynydd Marian,SH891774,289100,377400,2090.0,Wales,11.0,17,2005,2023,UKBMS,53.28193585615894,-3.66483474962955
3071,Brechfa Forest,SN503303,250300,230300,800.0,Wales,4.0,11,2013,2023,UKBMS,51.95098877822521,-4.179701530951635
3072,Llanymynech SSSI,SJ267218,326700,321800,3900.0,Wales,7.0,10,2013,2022,UKBMS,52.78877287210806,-3.0883593719669067
3073,Silent Valley,SO188064,318800,206400,2635.0,Wales,15.0,10,2014,2023,UKBMS,51.750386664774794,-3.1776567966999796
3075,Roundton Hill,SO293949,329300,294900,2674.0,Wales,7.0,9,2015,2023,UKBMS,52.54733855787429,-3.0440324162701504
3077,Welshmoor,SS520927,252000,192700,1650.0,Wales,5.0,9,2014,2023,UKBMS,51.613618955809606,-4.138939261869888
3079,Lake Vyrnwy Quarry Transect,SJ020208,302000,320800,1920.0,Wales,9.0,3,2015,2023,UKBMS,52.77586178470826,-3.4542076849726353
3080,Aberduna Nature Reserve,SJ199613,319900,361300,1000.0,Wales,12.0,8,2015,2023,UKBMS,53.14280200679243,-3.198954634305173
3081,Shirenewton,ST485943,348500,194300,1500.0,Wales,8.0,5,2015,2022,UKBMS,51.645126897105946,-2.745685348761488
3083,Magor Marsh Nature Reserve,ST425866,342500,186600,1700.0,Wales,5.0,8,2015,2023,UKBMS,51.57531847796231,-2.8311236006809026
3085,Great Traston Meadows,ST343846,334300,184600,1770.0,Wales,4.0,9,2015,2023,UKBMS,51.55644049364886,-2.9490592032650174
3086,Gwenffrwd Dinas,SN752458,275200,245800,1700.0,Wales,14.0,4,2015,2022,UKBMS,52.09642294887219,-3.823254982554642
3087,WWT Llanelli Millennium Wetlands,SS535983,253500,198300,3700.0,Wales,10.0,8,2016,2023,UKBMS,51.66432810859107,-4.1196368071333564
3088,Blackrock Quarry,SO219128,321900,212800,400.0,Wales,7.0,8,2016,2023,UKBMS,51.808359393115715,-3.134202199933395
3089,Central Valley,SO172081,317200,208100,1900.0,Wales,7.0,8,2016,2023,UKBMS,51.76543359008594,-3.2012343563349015
3090,Borras Quarry,SJ362527,336200,352700,7000.0,Wales,8.0,3,2016,2023,UKBMS,53.06771172663789,-2.9535986141144566
3091,Sychpant,SN044352,204400,235200,1470.0,Wales,7.0,8,2016,2023,UKBMS,51.9807384182098,-4.8495991689507765
3092,Gogarth,SH760831,276000,383100,591.0,Wales,3.0,3,2016,2023,UKBMS,53.33024005032148,-3.8634414879393293
3093,Rhiwledyn,SH813821,281300,382100,1003.0,Wales,7.0,8,2016,2023,UKBMS,53.32247195563763,-3.7835252364601835
3094,Bryn Pydew,SH818798,281800,379800,700.0,Wales,4.0,8,2016,2023,UKBMS,53.30191987154085,-3.7751647603489236
3098,Loggerheads Country Park,SJ198627,319800,362700,923.0,Wales,7.0,6,2017,2023,UKBMS,53.155368691020314,-3.2008003321457563
3099,Marloes Mere,SM772079,177200,207900,2711.0,Wales,8.0,6,2017,2023,UKBMS,51.725436132717505,-5.227426645158018
3101,Minsmere,TM469672,646900,267200,3250.0,England,15.0,33,1988,2023,UKBMS,52.247544373380215,1.6155305492065397
3106,Elveden Center Parcs,TL800806,580000,280600,4690.0,England,11.0,25,1996,2023,UKBMS,52.3938215694172,0.6439859735011713
3109,Upper Abbey Farm,TM456648,645600,264800,1000.0,England,11.0,19,2004,2022,UKBMS,52.2265912557894,1.5947846956009464
3110,Wolves Wood,TM053440,605300,244000,1580.0,England,8.0,20,2004,2023,UKBMS,52.05633313985174,0.9930982463275873
3111,Newsons Farm,TL933549,593300,254900,725.0,England,5.0,19,2005,2023,UKBMS,52.15852367541883,0.8244841521253212
3114,Alton Water,TM148357,614800,235700,1565.0,England,5.0,18,2006,2023,UKBMS,51.97822406780762,1.126244224236101
3115,Ramsey & Hintlesham Wood,TM067432,606700,243200,730.0,England,5.0,18,2006,2023,UKBMS,52.04863058579178,1.013004675691844
3116,"Manor Farm, Coddenham",TM131543,613100,254300,1600.0,England,11.0,19,2005,2023,UKBMS,52.145857116040965,1.113128023845763
3119,Blaxhall Common Silver-studded Blue,TM379567,637900,256700,930.0,England,8.0,16,2008,2023,UKBMS,52.15728042480189,1.4765849721529796
3120,Newsons Farm extension,TL931550,593100,255000,250.0,England,1.0,29,1995,2023,UKBMS,52.159491557856036,0.8216209643989956
3122,Dunwich Forest 1,TM460722,646000,272200,3100.0,England,9.0,14,2010,2023,UKBMS,52.292809452091255,1.6060171162235566
3124,Nowton Country Park,TL867616,586700,261600,2265.0,England,9.0,12,2010,2023,UKBMS,52.220960445515544,0.7318053288079951
3125,Black Heath,TM427749,642700,274900,1000.0,England,1.0,14,2010,2023,UKBMS,52.318502491637155,1.5596712988102466
3127,Knettishall Heath 1,TL951804,595100,280400,321.0,England,14.0,8,2014,2023,UKBMS,52.38685769667026,0.8655006335066778
3128,Purdis Heath,TM212425,621200,242500,1370.0,England,8.0,10,2013,2023,UKBMS,52.036755465463955,1.223663289597483
3129,Sizewell Belts,TM461635,646100,263500,2730.0,England,11.0,10,2013,2022,UKBMS,52.21470390657018,1.6011455471767047
3132,Lackford Lakes,TL800706,580000,270600,1391.0,England,7.0,8,2016,2023,UKBMS,52.30401557187693,0.638630181985491
3133,Church Farm (SWT),TM423743,642300,274300,1800.0,England,11.0,7,2017,2023,UKBMS,52.31329529120466,1.5533827095741346
3134,Reydon Wood (SWT),TM475789,647500,278900,1608.0,England,7.0,7,2017,2023,UKBMS,52.352249800989945,1.6328920334504555
3135,"Lark Path, Bury St Edmunds",TL861636,586100,263600,2013.0,England,6.0,7,2017,2023,UKBMS,52.23912365366752,0.7241320866213111
3136,Little Ouse headwaters,TM020787,602000,278700,2134.0,England,6.0,6,2018,2023,UKBMS,52.36909540540473,0.9657252774676517
3137,Lakenheath Fen (RSPB),TL718862,571800,286200,1560.0,England,6.0,5,2018,2023,UKBMS,52.446749454755526,0.5264775046657444
3139,Blaxhall Common (SSB)(SWT2),TM381561,638100,256100,555.0,England,4.0,5,2019,2023,UKBMS,52.151809966527715,1.479082809064191
