Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon
3661,Aqualate Mere,SJ782204,378200,320400,1106.0,England,5.0,5,2014,2023,UKBMS,52.7807362561304,-2.3246341858981867
3664,Rough Bank,SO907087,390700,208700,2528.0,England,10.0,9,2014,2023,UKBMS,51.776889137590445,-2.1361977960910656
3665,Linear Park Cinderford,SO649134,364900,213400,3750.0,England,9.0,9,2015,2023,UKBMS,51.81811648571219,-2.5106141931435517
3666,Blackhouse Wood,SO733521,373300,252100,3000.0,England,5.0,8,2015,2023,UKBMS,52.16651489196969,-2.391782269317546
3670,Moseley Green,SO633091,363300,209100,3270.0,England,9.0,9,2015,2023,UKBMS,51.77935373641183,-2.5333684390819737
3672,The Bog,SO357978,335700,297800,1000.0,England,10.0,4,2015,2023,UKBMS,52.57420031785376,-2.9502307599783086
3674,Monkwood North,SO803608,380300,260800,2000.0,England,9.0,8,2016,2023,UKBMS,52.245025883573916,-2.2899500134879647
3675,Highnam Woods (new),SO778192,377800,219200,2724.0,England,10.0,8,2016,2023,UKBMS,51.870927073874185,-2.32384688320525
3677,Droitwich Woods,SO882626,388200,262600,1300.0,England,9.0,7,2016,2022,UKBMS,52.26143608645941,-2.1743092238167994
3680,Malvern Pinnacle Hill,SO769419,376900,241900,4300.0,England,7.0,7,2017,2023,UKBMS,52.074976482003215,-2.3384539282155115
3681,Malvern Poolbrook Common,SO786442,378600,244200,2970.0,England,3.0,7,2017,2023,UKBMS,52.09572312845312,-2.3137956030333644
3682,Lower Smite Farm,SO890590,389000,259000,1200.0,England,7.0,6,2017,2023,UKBMS,52.2290878227095,-2.1624695450266342
3683,Sandwell RSPB,SP034926,403400,292600,860.0,England,3.0,4,2017,2023,UKBMS,52.53125780636872,-1.951310346191385
3684,Walsall Old Golf Course,SP037984,403700,298400,2200.0,England,7.0,5,2017,2022,UKBMS,52.58339696190612,-1.9468252898287968
3685,Stowell Park Gardens,SP087130,408700,213000,1159.0,England,3.0,5,2017,2022,UKBMS,51.815563724916956,-1.875196493506999
3686,Sutton Park - Streetly Heath,SP091984,409100,298400,4000.0,England,9.0,7,2017,2023,UKBMS,52.58333454149737,-1.8671283559335494
3687,Joy's Wood,SP091820,409100,282000,3271.0,England,1.0,7,2017,2023,UKBMS,52.43590037003279,-1.8675713563944683
3688,Trittiford,SP097803,409700,280300,4845.0,England,1.0,7,2017,2023,UKBMS,52.42060716144891,-1.858794498405903
3689,Blackberry Way,SP099821,409900,282100,6416.0,England,1.0,7,2017,2023,UKBMS,52.43678563399073,-1.8558009465798426
3692,Sheepscombe Common,SO894106,389400,210600,1430.0,England,10.0,5,2018,2022,UKBMS,51.793948640342435,-2.1550988006943452
3694,Llynclys Common,SJ268234,326800,323400,2840.0,England,6.0,6,2018,2023,UKBMS,52.80316703284897,-3.0872354707792176
3695,Malvern Swinyard Hill,SO762388,376200,238800,3700.0,England,5.0,6,2018,2023,UKBMS,52.047076348778575,-2.348449977967925
3696,Bodenham Lake,SO525513,352500,251300,3050.0,England,9.0,6,2018,2023,UKBMS,52.15792059167429,-2.695756106858014
3697,Ifton Meadows,SJ317374,331700,337400,1633.0,England,7.0,5,2019,2023,UKBMS,52.92964204564312,-3.017506094531309
3698,Hartlebury Common,SO823708,382300,270800,3500.0,England,15.0,5,2019,2023,UKBMS,52.3349958085348,-2.261186660801671
3699,Shatterford Wood,SO802824,380200,282400,2640.0,England,12.0,5,2019,2023,UKBMS,52.43920739358828,-2.2926951871599015
3800,Sims Wood,SU408015,440800,101500,3280.0,England,9.0,28,1995,2023,UKBMS,50.81162043754643,-1.4222759518293555
3801,Portsdown (compartments 1-3),SU628067,462800,106700,1480.0,England,7.0,18,2005,2023,UKBMS,50.856412655291315,-1.1091644865123076
3803,Testwood Lakes - Lakeside,SU351151,435100,115100,2795.0,England,4.0,19,2004,2023,UKBMS,50.93428527215726,-1.5018737994507507
3804,Testwood Lakes - North,SU343156,434300,115600,1788.0,England,9.0,20,2004,2023,UKBMS,50.93882925565471,-1.513211014424747
3805,Magdalen Hill Down North,SU508292,450800,129200,1000.0,England,8.0,19,2005,2023,UKBMS,51.059899659406675,-1.2764994583688303
3814,Pilot Hill,SU398595,439800,159500,1600.0,England,10.0,17,2007,2023,UKBMS,51.333207543945534,-1.430101836558574
3815,Bramshott Common,SU857335,485700,133500,5000.0,England,9.0,17,2007,2023,UKBMS,51.09441554536005,-0.7775817750536088
3816,Hazleton Common (new),SU703121,470300,112100,1000.0,England,8.0,18,2006,2023,UKBMS,50.90410276764945,-1.0015909043033764
3817,St Catherine's Hill,SU482274,448200,127400,980.0,England,12.0,14,2007,2023,UKBMS,51.04393858791777,-1.313835647987354
3819,Dibden Bottom (north),SU393071,439300,107100,720.0,England,4.0,17,2007,2023,UKBMS,50.86207942696763,-1.442966147611349
3824,Southampton Old Cemetery,SU414136,441400,113600,1800.0,England,8.0,18,2006,2023,UKBMS,50.92038085097868,-1.412394833958882
3825,The HOLT-Soakfield Row and Broadwalk,SU709123,470900,112300,1710.0,England,6.0,16,2008,2023,UKBMS,50.90582771191714,-0.9930205505372305
3826,Danebury Hill Fort Hampshire,SU325377,432500,137700,2300.0,England,12.0,16,2008,2023,UKBMS,51.137653826571835,-1.5368521039815848
3827,Hocombe Mead 2,SU430227,443000,122700,814.0,England,7.0,16,2008,2023,UKBMS,51.00208939529388,-1.3885612297173822
3830,Ashford Hill Woods & Meadows,SU564616,456400,161600,2650.0,England,6.0,16,2008,2023,UKBMS,51.35068733056043,-1.1915172140861616
3831,Sparsholt (Ower Wood & Grassland),SU419321,441900,132100,1305.0,England,7.0,15,2008,2023,UKBMS,51.08669214356069,-1.403152253363107
3833,The Commons Roydon,SU315005,431500,100500,1000.0,England,14.0,18,2005,2023,UKBMS,50.803206789342696,-1.5543553866396267
3836,Spearywell Mottisfont,SU309270,430900,127000,2000.0,England,9.0,14,2010,2023,UKBMS,51.04152947882433,-1.5606323861588274
3837,"Down Grange Meadow, Kempshott",SU607497,460700,149700,840.0,England,4.0,14,2010,2023,UKBMS,51.24325529846491,-1.1317991455146927
3839,Janesmoor Plain,SU247133,424700,113300,1137.0,England,9.0,8,2010,2023,UKBMS,50.91863650031585,-1.6499910303834848
3840,Priors Hill Copse,SU468092,446800,109200,908.0,England,6.0,13,2011,2023,UKBMS,50.88040532158987,-1.336139610562273
3842,Kings Copse,SU426017,442600,101700,2800.0,England,7.0,13,2011,2023,UKBMS,50.81328960707781,-1.3967061163871983
3843,Great Copse,SU320282,432000,128200,1554.0,England,9.0,11,2011,2023,UKBMS,51.05225973726842,-1.5448373412413012
3844,Shipton Bellinger (West),SU218456,421800,145600,3547.0,England,10.0,12,2012,2023,UKBMS,51.20919459023781,-1.6893090685462058
3846,BEAULIEU HEATH NORTH,SU350018,435000,101800,1400.0,England,7.0,12,2012,2023,UKBMS,50.81469647411536,-1.504565717601243
3847,Hawkhill,SU351019,435100,101900,3080.0,England,7.0,12,2012,2023,UKBMS,50.815589660315176,-1.5031368047116673
3848,Pondhead,SU307073,430700,107300,1738.0,England,6.0,12,2012,2023,UKBMS,50.86439677871302,-1.5651402379088157
3849,Standing Hat,SU315036,431500,103600,3119.0,England,6.0,12,2012,2023,UKBMS,50.831082759078434,-1.5540901686543305
3850,Warren Farm,SZ419972,441900,97200,2440.0,England,6.0,12,2012,2023,UKBMS,50.77287619226731,-1.407153160259106
3852,Barton Common,SZ247932,424700,93200,2015.0,England,9.0,11,2013,2023,UKBMS,50.73789054373227,-1.6513389497225144
3854,Godshill,SU177161,417700,116100,3400.0,England,7.0,11,2013,2023,UKBMS,50.94407062046904,-1.7494361627228205
3855,Perrywood Ivy,SU320034,432000,103400,3200.0,England,10.0,11,2013,2023,UKBMS,50.82925698674636,-1.5470081482725557
3856,Magdalen Hill Down (Old Allotments),SU497293,449700,129300,1086.0,England,7.0,11,2013,2023,UKBMS,51.06089486228419,-1.292180608558114
3858,Anton Lakes Local Nature Reserve,SU360469,436000,146900,2535.0,England,10.0,11,2013,2023,UKBMS,51.22016786278118,-1.4859094328640483
3861,"Old Down, Basingstoke",SU597488,459700,148800,2250.0,England,13.0,11,2013,2023,UKBMS,51.23526885568865,-1.1462731014542065
3862,Ladies Walk Down,SU371447,437100,144700,1080.0,England,5.0,11,2013,2023,UKBMS,51.200316295937974,-1.4703864350565354
3863,Rooksbury Mill Local Nature Reserve,SU355445,435500,144500,1457.0,England,5.0,11,2013,2023,UKBMS,51.19861932825151,-1.4933052175579955
3864,Coulters Dean,SU747191,474700,119100,1000.0,England,6.0,7,2013,2023,UKBMS,50.96648664202268,-0.9375941478062634
3865,Tadburn Meadows Local Nature Reserve,SU369215,436900,121500,1085.0,England,6.0,11,2013,2023,UKBMS,50.99172154022323,-1.475612519228592
3866,Zionshill Copse Local Nature Reserve,SU419204,441900,120400,1853.0,England,6.0,11,2013,2023,UKBMS,50.98148928596682,-1.404501524168538
3867,Spearywell North,SU313281,431300,128100,2000.0,England,10.0,10,2013,2023,UKBMS,51.0513989879111,-1.5548324137118503
3870,Normandy Marsh,SZ331944,433100,94400,2700.0,England,6.0,10,2014,2023,UKBMS,50.74826496899468,-1.5321980049043433
3871,Foxbury,SU296167,429600,116700,2660.0,England,10.0,9,2014,2023,UKBMS,50.94898004795609,-1.580010751710995
3873,Speltham Down,SU647149,464700,114900,1000.0,England,7.0,9,2014,2023,UKBMS,50.92993179967325,-1.080724794810825
3876,Broadley Inclosure,SZ252993,425200,99300,2520.0,England,8.0,10,2014,2023,UKBMS,50.792722967604384,-1.6438376527930065
3877,Hook Heath,SU645079,464500,107900,2000.0,England,11.0,10,2014,2023,UKBMS,50.86701544533147,-1.084804553448373
3878,Wendleholme (new),SU491075,449100,107500,1200.0,England,5.0,10,2014,2023,UKBMS,50.864928896161636,-1.3036769042967893
3879,Rockford Common,SU173089,417300,108900,2540.0,England,6.0,10,2014,2023,UKBMS,50.879338181932056,-1.7554686880772243
3881,Broxhead Common,SU803373,480300,137300,2000.0,England,4.0,10,2014,2023,UKBMS,51.12935907542063,-0.8538320231720249
3883,RSPB Hazeley Heath North,SU748586,474800,158600,2553.0,England,14.0,8,2015,2023,UKBMS,51.321596504237746,-0.9279771849251105
3884,RSPB Hazeley Heath South,SU757579,475700,157900,2000.0,England,9.0,8,2015,2023,UKBMS,51.31518453335993,-0.9152127310677738
3885,Breamore,SU144200,414400,120000,3200.0,England,9.0,9,2015,2023,UKBMS,50.97923157375739,-1.796253806148672
3886,Portsdown SSSI East 7 - 10,SU657063,465700,106300,2037.0,England,9.0,9,2015,2023,UKBMS,50.852494522789065,-1.0680413088606477
3887,Holmsley,SU225004,422500,100400,2850.0,England,10.0,9,2015,2023,UKBMS,50.802725192460635,-1.6820766406448715
3888,Ridge Copse,SU347181,434700,118100,3000.0,England,9.0,9,2015,2023,UKBMS,50.96128535647547,-1.5072809130853655
3889,Hasley,SU195119,419500,111900,2850.0,England,6.0,9,2015,2023,UKBMS,50.90624545819799,-1.724039164623505
3890,Hollybank Woods Transect 1,SU745081,474500,108100,1000.0,England,6.0,9,2015,2023,UKBMS,50.86761337099452,-0.9426848980691729
3892,Pondhead Wood,SU308070,430800,107000,2539.0,England,10.0,9,2015,2023,UKBMS,50.86169382295635,-1.5637444994636533
3893,Tidpit Common,SU067180,406700,118000,2700.0,England,9.0,9,2015,2023,UKBMS,50.96138658648311,-1.9059717837514198
3896,Fields Heath,SU451023,445100,102300,3200.0,England,10.0,9,2015,2023,UKBMS,50.81849599944578,-1.3611500051563654
3897,Mockbeggar,SU158088,415800,108800,2997.0,England,10.0,8,2016,2023,UKBMS,50.878481612411264,-1.7767937127700908
3898,Magdalen Hill Down (Tree & Shrub East),SU510293,451000,129300,767.0,England,5.0,8,2016,2023,UKBMS,51.06078111013542,-1.273631792855132
3899,Pitt Down,SU417293,441700,129300,1282.0,England,8.0,8,2016,2023,UKBMS,51.06153008940326,-1.406329670543024
3900,Bubbenhall Meadow,SP373717,437300,271700,1214.0,England,5.0,16,2008,2023,UKBMS,52.342115630237785,-1.4539223138731818
3901,Bubbenhall Wood,SP369717,436900,271700,1112.0,England,5.0,16,2008,2023,UKBMS,52.34214260416053,-1.4597933538328975
3902,HARBURY SPOILBANK NORTH,SP385602,438500,260200,780.0,England,3.0,16,2008,2023,UKBMS,52.23865009626817,-1.437619361034287
3903,Ryton Meadows Bund (Species),SP376727,437600,272700,504.0,England,1.0,16,2008,2023,UKBMS,52.351084955348576,-1.4494074215365915
3906,Wappenbury Wood,SP379710,437900,271000,923.0,England,5.0,16,2008,2023,UKBMS,52.33578179589387,-1.4451944943445643
3911,Deans Green,SP132682,413200,268200,600.0,England,3.0,14,2010,2023,UKBMS,52.311754635987285,-1.8078016862066428
3913,Draycote Water,SP466693,446600,269300,1232.0,England,4.0,13,2011,2023,UKBMS,52.31983134147286,-1.317755364006208
3914,Ufton Fields NR (2011 route),SP378615,437800,261500,2169.0,England,7.0,13,2011,2023,UKBMS,52.25038533212863,-1.4477247410143341
3915,Ryton Pools Country Park,SP374725,437400,272500,962.0,England,6.0,13,2011,2023,UKBMS,52.349300643393455,-1.452365741576416
3918,Brandon Marsh,SP385755,438500,275500,1848.0,England,8.0,11,2012,2023,UKBMS,52.3761938463602,-1.435874597733266
3919,Brandon Wood,SP394766,439400,276600,2900.0,England,10.0,12,2012,2023,UKBMS,52.38601865938216,-1.42252573125054
3920,Coombe Abbey Country Park Meadows,SP401796,440100,279600,1300.0,England,4.0,12,2012,2023,UKBMS,52.412936816318826,-1.4118830046659405
3921,Coombe Abbey Country Park Poolside,SP392789,439200,278900,2340.0,England,4.0,12,2012,2023,UKBMS,52.40670912825142,-1.425195683035848
3922,Coombe Abbey Country Park Woodland,SP395799,439500,279900,2055.0,England,7.0,12,2012,2023,UKBMS,52.415677220942335,-1.4206682814284461
3923,Drayote Water Treatment,SP453703,445300,270300,1030.0,England,6.0,12,2012,2023,UKBMS,52.32892949001102,-1.3366918460782264
3924,Hampton Wood,SP254600,425400,260000,2181.0,England,9.0,13,2011,2023,UKBMS,52.23760965236654,-1.629467307584403
3925,Long Itchington (SUSTRANS),SP408646,440800,264600,231.0,England,4.0,12,2012,2023,UKBMS,52.27804008276729,-1.4034094223887599
3927,Southam Old Quarry,SP420642,442000,264200,1350.0,England,9.0,12,2012,2023,UKBMS,52.2743540591196,-1.3858716119150685
3936,RSPB Middleton Lakes 1,SP193982,419300,298200,2432.0,England,8.0,11,2012,2023,UKBMS,52.58127237480596,-1.7166026335320765
3937,RSPB Middleton Lakes 2,SP202989,420200,298900,2410.0,England,5.0,11,2012,2023,UKBMS,52.58753265065425,-1.7032781478269803
3938,Weston and Waverley Woods (2013 route),SP353700,435300,270000,4700.0,England,11.0,11,2013,2023,UKBMS,52.32696489755006,-1.4834555888798893
3939,Fenny Compton Tunnels,SP438522,443800,252200,1663.0,England,9.0,11,2013,2023,UKBMS,52.166336441577585,-1.3610421456924846
3940,Swift Valley Country Park,SP505775,450500,277500,2730.0,England,9.0,11,2013,2023,UKBMS,52.393200260973906,-1.2593126111224247
3941,Tasker's Meadow,SP438651,443800,265100,710.0,England,5.0,10,2014,2023,UKBMS,52.28230471713899,-1.3593760800362142
3942,Binswood Allotments,SP307668,430700,266800,966.0,England,8.0,10,2014,2023,UKBMS,52.29847276129034,-1.5512411667653516
3943,Old Nun Wood,SP382709,438200,270900,480.0,England,4.0,9,2015,2023,UKBMS,52.33486207544589,-1.4408031890481026
3944,Ashlawn Cutting,SP516731,451600,273100,3634.0,England,9.0,8,2016,2023,UKBMS,52.35354483443546,-1.243824892286024
3948,Charlecote Place's & Hill Park,SP260566,426000,256600,1970.0,England,5.0,7,2016,2023,UKBMS,52.20701523799092,-1.6209414102656208
3949,Southam Bypass North,SP421626,442100,262600,815.0,England,4.0,8,2016,2023,UKBMS,52.25996280782141,-1.3846052104161175
3950,Charlecote Gardens,SP259563,425900,256300,1100.0,England,7.0,7,2016,2023,UKBMS,52.20432287090507,-1.622427592898472
3953,Charlecote West Park,SP259562,425900,256200,2217.0,England,7.0,7,2016,2023,UKBMS,52.203423852341466,-1.6224352070524555
3958,Fenny Compton Tunnels Copse,SP434524,443400,252400,519.0,England,4.0,8,2016,2023,UKBMS,52.1681659344044,-1.366864417843853
3960,Weston & Waverley (Purple Emperor),SP354702,435400,270200,200.0,England,1.0,7,2016,2023,UKBMS,52.328756441287624,-1.481967334259045
3963,Sun Rising Natural Burial Ground,SP350459,435000,245900,1000.0,England,10.0,7,2017,2023,UKBMS,52.11032503376871,-1.490342160740865
3964,Wolvey Meadows,SP423879,442300,287900,1196.0,England,7.0,5,2017,2022,UKBMS,52.48738424189911,-1.3784920643987024
3966,Stockton Cutting (New),SP439649,443900,264900,814.0,England,3.0,7,2017,2023,UKBMS,52.280498820595255,-1.3579362996910944
3967,Malpass,SP487759,448700,275900,1583.0,England,12.0,7,2017,2023,UKBMS,52.378979920020264,-1.2859938893615168
3968,Ettington Cutting North,SP264491,426400,249100,1008.0,England,3.0,6,2018,2023,UKBMS,52.13956961646774,-1.6156691593039405
3969,Packwood House,SP174722,417400,272200,2427.0,England,12.0,6,2018,2023,UKBMS,52.3475988762612,-1.7459900735842535
3970,Ettington Cutting South,SP264486,426400,248600,611.0,England,4.0,6,2018,2023,UKBMS,52.13507447611721,-1.6157078177657251
3971,HoEF Noleham A,SP144484,414400,248400,1075.0,England,4.0,6,2018,2023,UKBMS,52.13371694540129,-1.7910360953266982
3972,HoEF Noleham B,SP144490,414400,249000,330.0,England,2.0,6,2018,2023,UKBMS,52.13911120014128,-1.7910108850819748
3973,HoEF Noleham C,SP142491,414200,249100,800.0,England,4.0,6,2018,2023,UKBMS,52.140015377550675,-1.7939290089678488
3974,Southam Bypass South,SP418611,441800,261100,131.0,England,2.0,6,2018,2023,UKBMS,52.24650093287863,-1.38918546681686
3975,Napton Church Meadow,SP462613,446200,261300,724.0,England,4.0,6,2018,2023,UKBMS,52.24794801093751,-1.3247170905502763
3976,Napton Church,SP463612,446300,261200,202.0,England,4.0,6,2018,2023,UKBMS,52.247040658878994,-1.3232661495527307
3977,HoEF Alne Wood,SP107614,410700,261400,1500.0,England,7.0,5,2019,2023,UKBMS,52.25067496657632,-1.8446855782539482
3978,HoEF Alne Park,SP105612,410500,261200,548.0,England,4.0,5,2019,2023,UKBMS,52.2488807218382,-1.8476213290595564
3979,HoEF Alne Plantations,SP103612,410300,261200,444.0,England,3.0,5,2019,2023,UKBMS,52.24888445989963,-1.8505508123032897
3980,HoEF Coughton Park,SP064608,406400,260800,2300.0,England,5.0,5,2019,2023,UKBMS,52.24534670226245,-1.9076832895384557
3981,Newton Cutting,SP531787,453100,278700,750.0,England,8.0,5,2019,2023,UKBMS,52.403741900292445,-1.2209186670694456
3982,Newton Cutting South,SP529785,452900,278500,620.0,England,4.0,5,2019,2023,UKBMS,52.401963377644364,-1.2238896754923902
3983,HoEF College Wood,SP082636,408200,263600,2186.0,England,5.0,4,2020,2023,UKBMS,52.27049598320186,-1.8812529356619458
3984,HoEF Morgrove Coppice,SP098627,409800,262700,290.0,England,2.0,4,2020,2023,UKBMS,52.26237889776409,-1.857831494034035
3985,HoEF Spernal Park,SP101626,410100,262600,1600.0,England,7.0,4,2020,2023,UKBMS,52.26147450716139,-1.8534388927693828
3986,HoEF Spernal Plantations,SP098629,409800,262900,1350.0,England,5.0,4,2020,2023,UKBMS,52.264176950182495,-1.8578257542519234
3987,HoEF Netherstead Options Field,SP105642,410500,264200,1350.0,England,4.0,4,2020,2023,UKBMS,52.27585149990787,-1.847529014480092
3989,HoEF Bannam's Wood,SP112639,411200,263900,650.0,England,3.0,4,2020,2023,UKBMS,52.27314076016366,-1.8372794666454337
3990,Luddington Nature Reserve,SP160528,416000,252800,333.0,England,3.0,3,2021,2023,UKBMS,52.173230955815086,-1.7674550248052663
3991,Compton Verney Old Town Meadow onwards,SP313528,431300,252800,2437.0,England,7.0,2,2022,2023,UKBMS,52.17257837636063,-1.5437347624870676
3992,HOEF Gorcott Hill Grassland,SP089678,408900,267800,860.0,England,5.0,2,2022,2023,UKBMS,52.30824419828303,-1.8708852467971713
3993,HoEF Oak Wood,SP098696,409800,269600,1545.0,England,7.0,2,2022,2023,UKBMS,52.32441138744653,-1.85763312206574
3995,Ladywalk NR,SP213917,421300,291700,3349.0,England,8.0,2,2022,2023,UKBMS,52.52276499232342,-1.6875020560860416
3996,Ryton Pools Country Park: Offsetting Meadow 1,SP369723,436900,272300,818.0,England,5.0,2,2022,2023,UKBMS,52.347536463188625,-1.4597276400826087
3997,HoEF Newnham,SP155596,415500,259600,1508.0,England,6.0,2,2022,2023,UKBMS,52.234379241160205,-1.7744573407569162
3998,HoEF Gorcott Hill Woodland,SP091679,409100,267900,1006.0,England,6.0,2,2022,2023,UKBMS,52.30913998179688,-1.8679491748995545
3999,HoEF Colletts Farm,SP126503,412600,250300,1673.0,England,7.0,2,2022,2023,UKBMS,52.15084236418959,-1.8172635597021165
4002,Waterford Heath South,TL317149,531700,214900,1985.0,England,7.0,16,2008,2023,UKBMS,51.81721791884876,-0.09073711218782478
4009,Heartwood Forest,TL163109,516300,210900,4150.0,England,7.0,14,2010,2023,UKBMS,51.784683146633874,-0.31538524798142376
4012,Tring Park (9 sections),SP927100,492700,210000,900.0,England,9.0,10,2011,2023,UKBMS,51.78099644404708,-0.6576436327398311
4013,Lake Farm Country Park,TQ090804,509000,180400,1000.0,England,8.0,11,2011,2022,UKBMS,51.51202225563859,-0.43066434948415094
4019,Harpenden Common,TL137134,513700,213400,1000.0,England,10.0,11,2011,2023,UKBMS,51.80768518990747,-0.35224203095890105
4020,Stocker's Lake 2012,TQ045935,504500,193500,3150.0,England,12.0,12,2012,2023,UKBMS,51.63061754052813,-0.49159426412391893
4021,Roughdown Common (Lower),TL048055,504800,205500,1370.0,England,10.0,12,2012,2023,UKBMS,51.73841823257278,-0.4836626275182516
4022,Gravel Hill,TL216170,521600,217000,,England,15.0,11,2013,2023,UKBMS,51.83837663618725,-0.23645014493872157
4023,St James's Park / Green Park,TQ295798,529500,179800,3310.0,England,12.0,10,2013,2023,UKBMS,51.50230816980083,-0.13562718270804477
4027,Danemead Nature Reserve,TL346079,534600,207900,1300.0,England,9.0,11,2013,2023,UKBMS,51.75362697686383,-0.051403330529103494
4031,Tottenham Wildmarsh West,TQ351905,535100,190500,1750.0,England,7.0,6,2014,2023,UKBMS,51.59715085546407,-0.050889065991526504
4035,Halsey Field,TL042088,504200,208800,1810.0,England,8.0,9,2015,2023,UKBMS,51.76819023617716,-0.49136076077222435
4037,Heartwood Forest - Transect 2,TL171123,517100,212300,3100.0,England,5.0,9,2015,2023,UKBMS,51.79709836601464,-0.3033209085429796
4039,Panshanger - Lady Hughes Wood,TL300125,530000,212500,500.0,England,4.0,6,2015,2023,UKBMS,51.79604885711798,-0.11628509834931791
4040,Panshanger - Rifle Butts,TL299122,529900,212200,500.0,England,4.0,6,2015,2023,UKBMS,51.793376222648334,-0.11784659830599806
4041,Panshanger - Chisel Shelf,TL294121,529400,212100,500.0,England,3.0,5,2015,2023,UKBMS,51.79259338395859,-0.12512969739833435
4043,Pinn Meadow,TQ094880,509400,188000,1300.0,England,5.0,2,2015,2023,UKBMS,51.58025373556028,-0.4225420613575154
4044,Totteridge Fields,TQ222940,522200,194000,1065.0,England,6.0,7,2016,2023,UKBMS,51.63154900721456,-0.23581367558378744
4045,Hedgeswood Common to Hoo Wood,TL031131,503100,213100,2250.0,England,9.0,8,2016,2023,UKBMS,51.807041901905194,-0.5060195576084833
4046,Broxbourne west ride,TL325070,532500,207000,800.0,England,2.0,8,2016,2023,UKBMS,51.746039753128116,-0.0821508664341439
4048,Aldbury Nowers N1,SP949138,494900,213800,230.0,England,4.0,8,2016,2023,UKBMS,51.814784118878585,-0.6247240186023988
4050,Bencroft Field,TL330062,533000,206200,300.0,England,1.0,8,2016,2023,UKBMS,51.738732592853836,-0.07521837376747997
4051,London Zoo Car Park,TQ283836,528300,183600,780.0,England,4.0,7,2016,2023,UKBMS,51.536731251234656,-0.15152422306990887
4052,Knebworth Woods,TL227227,522700,222700,1800.0,England,5.0,7,2017,2023,UKBMS,51.88935966495072,-0.21846993488769953
4054,Osterley Park,TQ145780,514500,178000,1748.0,England,7.0,6,2018,2023,UKBMS,51.489365018986305,-0.3522199886061481
4056,Chorleywood Common 2019,TQ029958,502900,195800,3500.0,England,15.0,5,2019,2023,UKBMS,51.65158502637216,-0.5140268508154753
4060,Alexandra Park,TQ302903,530200,190300,1600.0,England,6.0,5,2019,2023,UKBMS,51.59650640966371,-0.1216652904184254
4061,Norton Common LGC,TL218333,521800,233300,1971.0,England,15.0,3,2020,2022,UKBMS,51.98481369726441,-0.22779124880545393
4062,Greenwood Park,TL139051,513900,205100,2000.0,England,9.0,3,2021,2023,UKBMS,51.73304977096988,-0.3520614878387508
4063,London Zoo amended 2021,TQ281834,528100,183400,,England,4.0,3,2021,2023,UKBMS,51.53497928006926,-0.15447897615438638
4064,Greater Stanmore Country Park,TQ171932,517100,193200,3096.0,England,11.0,3,2021,2023,UKBMS,51.62544269242713,-0.3097320066222387
4065,Highgate Cemetery West,TQ284870,528400,187000,1374.0,England,6.0,3,2021,2023,UKBMS,51.56726328400505,-0.14884322386829835
4066,Highgate Cemetery East,TQ286869,528600,186900,1412.0,England,5.0,3,2021,2023,UKBMS,51.566319086388525,-0.14599581228162306
4067,Golders Hill Park,TQ256868,525600,186800,1257.0,England,5.0,2,2021,2022,UKBMS,51.56609592890704,-0.18929099674347002
4068,Hampstead Heath Highgate Ponds,TQ275867,527500,186700,,England,9.0,2,2021,2023,UKBMS,51.564771284679516,-0.16192991109401977
4070,Mount Vernon Cancer Centre,TQ077917,507700,191700,795.0,England,8.0,2,2021,2022,UKBMS,51.61383641217084,-0.44593191072010746
4071,Chadwell Bank,TL349136,534900,213600,900.0,England,4.0,2,2022,2023,UKBMS,51.80477394244935,-0.0448468750542212
4072,Panshanger - Great Oak,TL288130,528800,213000,1387.0,England,3.0,2,2022,2023,UKBMS,51.800819337148404,-0.13349063623326038
4073,Westbrook Hay Fields,TL030058,503000,205800,2283.0,England,5.0,2,2022,2023,UKBMS,51.74144796493999,-0.5096323498972362
4074,Bovingdon Brickworks,TL007029,500700,202900,1681.0,England,5.0,2,2022,2023,UKBMS,51.715799715214416,-0.5437697640910872
4075,Gladstone Park,TQ223857,522300,185700,2399.0,England,7.0,2,2022,2023,UKBMS,51.55693475768334,-0.23725972783367064
4076,Panshanger- Cole Green,TL280122,528000,212200,716.0,England,4.0,2,2022,2023,UKBMS,51.79381381533033,-0.14538100593379438
4077,Wormwood Scrubs,TQ223817,522300,181700,3123.0,England,15.0,2,2022,2023,UKBMS,51.520986162787565,-0.23864813064398666
4078,Panshanger- Brocket Hill,TL283127,528300,212700,1728.0,England,4.0,2,2022,2023,UKBMS,51.798238285959464,-0.14084862429137263
4079,Bunchley's Pond,TL226065,522600,206500,2359.0,England,8.0,2,2022,2023,UKBMS,51.74379795285679,-0.22565037779448865
4080,Kempton Nature Reserve,TQ117709,511700,170900,,England,4.0,2,2022,2023,UKBMS,51.42610973500312,-0.3947719849840428
4200,Castle Semple Country Park,NS367600,236700,660000,3207.0,Scotland,10.0,14,2010,2023,UKBMS,55.80559173081957,-4.607098205903562
4202,Glasdrum Mountain Ringlet,NM996463,199600,746300,2000.0,Scotland,2.0,16,2002,2022,UKBMS,56.56575153802322,-5.263195849363722
4203,Greenock Cut,NS247720,224700,672000,2300.0,Scotland,12.0,14,2010,2023,UKBMS,55.9090758395732,-4.806072583989062
