Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
1470,"Bignor Hill, Slindon Estate (NT)",SU972128,497200,112800,1890.0,England,10.0,13,2010,2023,UKBMS,50.90649896596713,-0.618945445746117,3.6158557,-0.8855157,-0.07379297,4.6489573,-0.66413677,-3.4682696,-3.1730978,-0.66413677,0.07379297,-0.5903438,1.6234454,0.22137892,-3.6896486,-0.9593086,-0.07379297,1.5496525,-0.22137892,2.361375,-2.804133,-3.6158557,5.386887,4.5013714,-3.3944767,-0.8117227,1.9924102,0.8855157,-1.1068946,0.9593086,-0.22137892,3.0255117,-0.44275784,-1.2544805,0.07379297,2.066203,-0.8855157,1.6972383,2.066203,-2.582754,-2.8779259,-4.796543,1.8448243,-5.017922,0.66413677,1.8448243,-2.656547,2.066203,3.8372345,0.0,0.5165508,-1.6234454,0.5165508,-1.3282735,-0.8855157,2.2875822,3.0255117,0.07379297,-1.7710314,1.7710314,2.73034,-1.9924102,0.66413677,-0.36896485,1.4020665,-1.4020665,0.07379297,-0.8855157,-1.6234454,-0.36896485,1.1068946,3.3944767,1.4758594,-2.435168,2.9517188,-0.8117227,0.36896485,-1.0331016,-0.14758594,-0.66413677,0.8855157,0.44275784,-1.5496525,-2.2875822,-0.66413677,-3.099305,4.796543,-1.0331016,3.9848204,-6.19861,-0.22137892,2.2137892,-1.1806875,1.3282735,-2.73034,-1.9924102,-1.1806875,0.22137892,1.7710314,-1.3282735,6.19861,2.2875822,-1.4758594,4.206199,1.7710314,1.4758594,2.508961,9.371707,-1.1806875,-1.3282735,2.73034,-1.4758594,0.22137892,-0.44275784,-3.1730978,-2.361375,5.165508,1.1068946,-2.582754,-0.2951719,1.6234454,-4.796543,-0.36896485,-2.73034,1.4758594,-0.14758594,-3.1730978,-1.6972383,2.361375,-0.22137892
1471,Chapel Common,SU820285,482000,128500,5000.0,England,6.0,14,2010,2023,UKBMS,51.05000457349811,-0.8315381187204852,4.252658,1.5254099,1.2480626,3.8828616,-0.3235718,-1.5254099,-4.5762296,-2.2650025,-1.3867363,0.13867363,0.41602087,0.27734727,-2.8659215,-1.6640835,1.0631645,4.3913317,-1.2018381,4.6686788,-2.126329,-1.3867363,2.8196971,3.2819424,-1.617859,-0.55469453,1.0631645,-0.13867363,-0.69336814,0.69336814,1.5716344,1.0631645,-1.0631645,0.6471436,-0.13867363,3.513065,-1.2942872,1.617859,3.651739,-1.6640835,-4.6686788,-3.929086,1.1556135,-5.870517,1.8952062,2.6810234,-1.7103081,0.7858172,4.946026,1.3867363,2.4499006,-2.4499006,-0.69336814,-0.2311227,0.2311227,1.8489816,4.0677595,-0.7858172,0.8782663,1.1556135,2.8196971,-2.3574517,3.7441878,-1.8489816,1.0631645,-2.4499006,0.9707154,-1.9414308,-3.0508199,-0.6471436,4.2988825,0.8782663,3.1432688,-1.0169399,2.0801044,-2.1725535,1.3867363,-0.3235718,-2.4036763,1.8952062,2.3574517,-0.83204174,0.18489817,-1.8952062,-1.3405117,-2.311227,3.836637,2.311227,2.8659215,-4.6686788,-0.092449084,0.41602087,-0.13867363,3.2819424,-0.50846994,-2.6810234,-0.50846994,3.8828616,3.0970442,-3.4668407,4.5762296,0.3235718,-4.5762296,5.315822,-0.2311227,-0.27734727,-0.55469453,4.853577,0.2311227,-1.7103081,2.9583707,-2.126329,1.8027571,-0.60091907,-0.8782663,-4.6686788,0.50846994,-2.126329,-3.0508199,-1.8027571,1.617859,-4.3913317,-2.4961252,-4.021535,-0.7858172,2.4961252,-3.235718,0.0,-0.27734727,1.3867363
1474,"Tilletts Lane Fields, Warnham",TQ153339,515300,133900,1200.0,England,7.0,14,2010,2023,UKBMS,51.092829816177016,-0.3549288648443732,3.9372015,0.42951292,-2.7202485,5.440497,-1.5748806,0.7874403,-4.151958,-1.6464661,1.2169533,-0.21475646,-1.2169533,-0.7874403,-1.7180517,-4.4383,-0.7158548,1.8612226,0.21475646,3.3645177,-0.5010984,-4.080373,2.8634193,2.6486628,-4.080373,-0.5726839,2.6486628,-0.14317097,-2.0043936,2.5770774,-0.5010984,2.0043936,-3.9372015,0.14317097,-0.7158548,2.4339066,-0.21475646,2.0043936,3.7940307,-2.7202485,-0.21475646,-2.4339066,1.5032952,-4.867813,-0.5010984,0.071585484,-1.0737822,-0.071585484,2.505492,1.4317096,-1.2169533,-2.7202485,-0.3579274,-1.3601242,0.3579274,2.5770774,4.724642,1.6464661,2.362321,0.21475646,4.7962275,-1.5032952,3.3645177,0.071585484,0.7158548,-1.7896371,-0.3579274,0.9306113,-2.2907355,1.0737822,1.5748806,3.4361033,1.5032952,-3.0781758,3.2213469,2.4339066,-2.8634193,-0.7158548,-1.1453677,-1.8612226,-0.3579274,-0.42951292,1.0737822,-0.5010984,6.4426937,-3.0781758,3.0065904,-0.9306113,3.865616,-5.7984242,2.21915,0.14317097,-4.008787,2.7918339,-2.4339066,-3.5076888,-0.5726839,-1.2169533,1.7180517,-5.440497,5.512082,0.071585484,-5.2973256,1.7896371,1.7180517,2.075979,2.505492,9.091356,-1.0737822,-1.5748806,3.0781758,0.0,3.4361033,-1.0737822,-1.7180517,-3.2929323,7.1585484,3.2929323,-3.5792742,-3.2213469,2.0043936,-5.440497,0.0,-3.9372015,-0.85902584,-0.5726839,-2.8634193,-2.7202485,1.6464661,-0.21475646
1475,Lodge Copse,SU973167,497300,116700,850.0,England,8.0,11,2010,2023,UKBMS,50.94154209941827,-0.6164842003694466,0.38325202,0.9855052,2.9565156,3.011266,0.7117538,-3.011266,-2.7375145,0.5475029,0.10950058,0.87600464,1.9710104,-3.6135192,-1.3687572,-2.463763,4.161022,2.463763,0.32850173,1.697259,0.05475029,-3.1207664,2.3542624,6.077282,-0.38325202,2.3542624,0.8212544,3.6682694,-2.7922647,0.9307549,-0.8212544,1.2592567,-2.6280138,-1.9710104,-0.16425087,1.3140069,2.3542624,-0.10950058,3.1755168,-2.1900115,-6.9532866,-3.8872707,0.16425087,-4.6537747,1.5877584,2.5185134,0.10950058,3.3397677,-2.080511,1.3140069,2.2995121,-2.080511,1.4235076,0.27375144,0.16425087,0.76650405,4.0515213,-0.27375144,-2.1900115,-0.9307549,1.3687572,-2.6280138,1.0950058,0.38325202,-0.21900116,0.8212544,3.0660162,-3.77777,-2.7375145,1.3140069,2.463763,1.9710104,0.7117538,1.2592567,2.463763,-3.0660162,-0.76650405,-0.27375144,0.9307549,2.244762,0.9307549,1.8615098,1.5877584,-4.1062717,-4.489524,-3.4492683,3.8872707,-0.76650405,5.7487803,-6.3510337,0.4927526,0.4927526,-0.4927526,2.5185134,0.9307549,-2.7922647,-1.9162601,2.4090128,-1.5330081,-1.8067596,2.8470151,-1.0402555,-0.21900116,0.32850173,-0.65700346,-3.6135192,0.87600464,5.63928,-0.43800232,1.697259,1.8067596,-0.65700346,-1.4782578,-0.05475029,-1.0402555,-6.241533,0.7117538,2.8470151,0.10950058,-2.6827643,-0.38325202,-5.5845294,-2.9565156,-5.5297794,1.2592567,0.16425087,-6.022532,2.7375145,2.463763,-0.7117538
1476,West Kingston Reserve,TQ079016,507900,101600,1550.0,England,1.0,13,2010,2023,UKBMS,50.803920835404035,-0.4701176434697995,4.5584526,0.18993554,-1.3295487,3.9886463,0.12662369,-5.0016356,-3.1022804,-0.44318292,0.25324738,0.75974214,1.1396132,2.849033,0.18993554,0.44318292,-1.4561725,0.88636583,-1.1396132,4.241894,-1.0129895,1.7094198,4.3052053,3.4188397,-0.25324738,-0.18993554,2.9756567,1.9626672,-2.5957856,1.0129895,-3.5454633,2.849033,-1.9626672,0.063311845,-3.8620226,1.8360435,-0.37987107,-0.12662369,0.0,-0.5698066,-0.9496777,-2.2159145,4.495141,-3.672087,1.2029251,2.912345,-0.31655923,4.1785817,1.6461079,-0.50649476,0.12662369,-3.7987108,-1.7727317,-1.9626672,-1.0129895,1.3295487,5.318195,1.2662369,-1.9626672,-0.25324738,2.4058502,1.0129895,0.44318292,-1.6461079,1.3928607,1.3295487,0.0,-4.11527,-0.88636583,0.12662369,2.7224092,-0.063311845,0.0,-1.3928607,0.82305396,1.2662369,-1.2662369,-2.912345,1.3928607,2.5324738,3.9253345,1.0129895,-2.5324738,-3.8620226,-8.040605,-0.44318292,1.8993554,-3.3555279,-0.31655923,-3.7987108,-3.2922158,3.1022804,0.063311845,0.88636583,-0.44318292,-2.912345,0.50649476,-0.25324738,1.0763013,1.8993554,2.5324738,4.495141,0.6964303,1.8360435,-0.063311845,1.5194843,0.82305396,3.5454633,-0.82305396,-1.3928607,2.0892909,-0.31655923,-1.6461079,4.495141,0.75974214,-1.0763013,3.1655922,3.4821515,-2.7224092,1.5827961,-3.8620226,-3.7987108,-0.63311845,-4.3052053,3.8620226,-1.3928607,-1.1396132,-0.37987107,3.0389686,0.25324738
1480,Hollingdean,TQ321072,532100,107200,1900.0,England,5.0,13,2011,2023,UKBMS,50.849245189478104,-0.1248489248196012,2.8714132,1.2829719,-2.1382866,6.2926717,-0.7942207,-2.0160987,-0.7331268,1.832817,0.5498451,-0.7942207,-0.1832817,-0.1221878,-1.5273476,-0.1221878,2.6270378,0.9164085,-3.0546951,5.0707936,-1.9550048,0.7942207,4.154385,5.1929817,0.8553146,1.7717232,0.0610939,0.6720329,-4.5209484,1.5273476,-0.0610939,1.4662536,-0.4276573,-1.0385963,-0.9164085,-0.4887512,-3.0546951,-0.7942207,0.1832817,-0.1832817,-0.4276573,-1.5273476,3.5434463,-4.826418,-0.2443756,4.0932913,-3.4212584,3.9711034,2.0160987,-0.3665634,-0.8553146,-1.7717232,0.1832817,-1.8939109,0.2443756,3.1768827,5.498451,1.0385963,0.7331268,0.7331268,4.337667,-0.8553146,1.832817,0.4276573,1.0996902,0.5498451,-1.8939109,-2.0160987,0.4887512,1.4662536,0.0,0.1221878,0.4276573,-0.9164085,4.0932913,1.1607841,-5.376263,0.3054695,-0.4276573,2.2604742,2.443756,1.7717232,1.832817,-2.3215683,-3.5434463,-0.3665634,3.8489158,-2.0771925,3.2990706,-4.5820427,-1.4051597,4.7042303,0.5498451,2.1993804,-0.5498451,0.1221878,-1.2829719,0.0,1.5273476,-1.1607841,2.993601,2.3215683,-0.4276573,0.3665634,2.9325073,3.1768827,1.3440658,7.7589254,-1.7717232,-2.5659437,0.9775024,0.8553146,0.3665634,4.337667,0.0,-2.382662,4.5209484,1.4051597,-3.115789,0.9775024,-1.7717232,-4.7042303,-0.4887512,-1.0996902,0.4887512,-0.1221878,-2.1382866,0.6720329,3.9711034,-1.5884414
1482,Mill Hill,TQ211072,521100,107200,1629.0,England,8.0,13,2011,2023,UKBMS,50.85165041190186,-0.2810286968181044,4.703155,-3.0813773,-1.297422,3.62197,-2.8110812,-2.4326663,-0.9190073,-1.6217775,0.054059252,1.1893035,-2.0542517,0.37841475,-0.108118504,-1.8920739,-2.378607,1.297422,0.21623701,4.8653326,-1.5677183,-3.2976143,1.8920739,4.703155,-1.5677183,-1.7298961,1.6217775,-0.108118504,-1.6217775,1.2433628,2.0001924,2.2164292,-2.594844,1.4055406,-1.8920739,1.0811851,0.7027703,2.4326663,3.3516736,-1.6758368,-3.3516736,-1.7298961,0.16217776,-6.8655252,-0.97306657,0.7027703,0.21623701,-1.0811851,2.8110812,0.81088877,3.3516736,-1.8920739,3.2976143,-2.4326663,-0.648711,2.973259,4.6490955,0.59465176,-2.594844,1.2433628,3.2976143,-2.8651404,1.0271258,-0.054059252,1.4595999,-2.757022,-0.59465176,1.297422,-1.6758368,1.2433628,1.8920739,3.7300885,2.594844,-2.3245478,1.2433628,-0.48653328,-0.97306657,-2.1623702,2.2164292,-1.513659,1.513659,-1.8380146,0.86494803,-1.4595999,-1.3514813,-2.5407848,4.216622,-3.1894958,4.3247404,-5.514044,0.97306657,1.4595999,-3.4597921,4.000385,-1.6217775,-1.2433628,-1.1352443,0.7027703,0.7027703,-1.7839553,5.2978067,-0.81088877,-2.757022,3.1894958,0.0,-0.97306657,1.0811851,5.568103,-1.1893035,-1.5677183,1.513659,-1.8920739,-1.1893035,-0.37841475,-1.6758368,-1.8920739,4.486918,2.4867256,-4.000385,-1.8920739,2.973259,-5.0275106,0.054059252,-1.297422,-1.9461331,-1.4595999,-2.973259,-2.1623702,0.9190073,0.48653328
1483,"Blackjack Wood, Slindon Estste",SU969119,496900,111900,2285.0,England,11.0,13,2011,2023,UKBMS,50.8984585291165,-0.6234494631357318,6.2793784,0.7919937,-2.375981,4.63882,-0.16971293,0.22628391,-4.808533,-1.3577034,1.2445614,0.7919937,-0.33942586,-0.73542273,-2.5456939,-4.186252,-2.149697,1.6971292,-1.6405584,4.412536,-1.0182776,-2.0365553,2.9982617,4.299394,-2.941691,-1.1879905,1.8102713,-1.1314195,-0.056570977,3.3376877,0.6222807,0.16971293,-4.412536,-0.33942586,-2.0365553,3.3376877,0.113141954,2.31941,3.3376877,-2.206268,-2.0365553,-1.7537003,-0.16971293,-5.0913877,-2.093126,0.56570977,-0.113141954,0.33942586,2.941691,1.4708455,-0.6222807,-3.6771135,0.73542273,-0.6788517,0.22628391,2.88512,3.9599683,1.6971292,0.73542273,1.1314195,3.3376877,-1.9234133,3.4508295,-0.39599684,1.8102713,-0.73542273,2.206268,2.375981,-3.6205425,1.5839874,2.206268,1.2445614,1.1314195,-2.375981,2.262839,-0.28285488,-1.5839874,-0.5091388,1.5274163,-0.6788517,0.0,-0.6788517,-1.4142745,-1.5274163,2.602265,-3.7902555,1.7537003,-1.1879905,5.1479588,-4.355965,1.2445614,1.6971292,-4.808533,3.9033973,-1.4708455,-2.375981,0.0,0.7919937,2.432552,-3.3376877,5.1479588,0.16971293,-7.014801,2.941691,0.56570977,2.5456939,0.73542273,6.3925204,-0.28285488,-0.6222807,3.0548327,-1.8102713,2.375981,-1.9799842,-2.31941,-3.3376877,7.184514,1.8102713,-3.7336845,-1.4142745,1.3011324,-4.355965,-0.16971293,-3.8468266,0.113141954,1.1314195,-3.2245457,-2.771978,0.7919937,0.33942586
1484,Markstakes Common,TQ398180,539800,118000,1677.0,England,12.0,11,2012,2022,UKBMS,50.944496728338045,-0.011405982542297,5.530578,1.2463275,-2.7263415,6.0758467,-0.7789547,2.4147596,-5.296892,0.38947734,0.0,0.7010592,-0.7789547,-1.168432,-3.1937144,-3.5052962,-2.804237,3.5831916,-1.7915958,3.661087,0.31158188,-3.2716098,2.804237,2.648446,-2.492655,0.15579094,1.6358049,0.07789547,-1.5579094,4.2842507,1.324223,-1.7915958,-5.2189965,1.2463275,-2.8821323,1.8694913,-0.7789547,1.324223,1.6358049,-2.4147596,-1.7137003,-1.0905366,1.480014,-2.960028,-2.1810732,0.15579094,-1.2463275,1.0126411,2.8821323,3.1158187,-2.8821323,-3.1158187,-0.62316376,0.15579094,1.0905366,3.7389827,2.4147596,3.816878,3.1158187,1.480014,5.452683,-1.2463275,3.2716098,-1.480014,1.2463275,-1.480014,2.1031778,1.8694913,-3.1937144,1.0905366,4.0505643,1.324223,-1.2463275,-2.492655,2.5705504,0.93474567,-2.1031778,-1.6358049,-0.5452683,-2.2589686,-1.2463275,-2.336864,-0.38947734,-1.6358049,7.0105925,-3.816878,2.0252821,-0.93474567,4.440042,-3.5831916,1.168432,-0.15579094,-3.1937144,1.9473867,0.7789547,-3.7389827,-0.23368642,0.15579094,0.0,-4.2063556,5.141101,2.8821323,-8.646398,-0.46737283,0.93474567,1.7137003,1.480014,6.854801,-0.62316376,-1.324223,2.960028,0.07789547,4.595833,-0.31158188,-1.7137003,-2.336864,9.892725,2.1031778,-2.7263415,-2.4147596,1.5579094,-3.3495052,0.0,-5.7642646,-0.85685015,-0.7010592,-2.648446,-1.7915958,2.1031778,1.2463275
1487,Fairmile Bottom LNR,SU988094,498800,109400,1200.0,England,2.0,10,2014,2023,UKBMS,50.87566266741293,-0.5971151388471405,2.416952,-1.5941598,0.20569804,3.3425932,-1.8512824,-3.2911687,-3.1883197,1.0284902,0.10284902,-2.0055559,0.66851866,-2.7769237,-2.1084049,-2.211254,0.25712255,2.0055559,0.61709416,3.8054137,-1.5941598,-4.6796303,3.3940177,3.6511402,-3.5997157,-0.71994317,1.4913108,0.4628206,-1.3884618,1.1827637,0.66851866,2.9311972,-1.8512824,-0.8742167,-0.71994317,2.5712256,2.5712256,1.0799147,3.8568382,-1.0284902,-2.2626784,-2.9826217,0.61709416,-6.222366,-0.61709416,0.8742167,-0.25712255,-0.61709416,1.9027069,-0.66851866,2.7769237,1.3370373,1.3370373,0.5656696,-1.1313392,2.8797727,3.5997157,-0.8227922,-2.211254,0.71994317,2.6226501,-2.7769237,2.2626784,1.0799147,3.6511402,-0.66851866,0.66851866,-2.1598294,-4.0111117,-0.77136767,1.6455843,5.091027,1.0284902,-1.3884618,2.0055559,-1.3370373,-0.30854708,-0.9770657,0.61709416,-1.0284902,0.8742167,0.30854708,1.2341883,-4.2682343,-0.9256412,-1.5941598,4.628206,-2.6226501,6.222366,-6.530913,1.1313392,1.4913108,-2.314103,3.4454422,-1.4398863,-2.314103,-2.2626784,1.0799147,0.20569804,-3.1368952,3.7539892,0.25712255,-2.1084049,2.9311972,-0.35997158,-2.6740746,0.4113961,5.3481493,-0.8227922,-1.1313392,4.2168097,-2.0055559,-0.77136767,-1.4398863,-1.1827637,-4.8853283,3.7539892,2.7254992,-1.7484334,-1.6455843,1.6455843,-5.3481493,-0.77136767,-4.2168097,-0.30854708,-1.7484334,-4.525357,-1.2856128,3.0340462,0.4628206
1488,Iping & Stedham Commons,SU852219,485200,121900,4000.0,England,5.0,10,2014,2023,UKBMS,50.99020419052344,-0.7874451945860044,4.02545,3.5222692,-0.89454454,2.9631789,0.44727227,-0.39136323,-5.4790854,-2.3481793,-0.11181807,1.0063626,1.1181806,2.5159066,-1.2299987,-2.6836336,1.4536349,4.4727225,-0.61499935,5.2554493,-3.634087,0.5590903,4.02545,0.8386355,-0.7268174,-1.3418168,2.1245432,-0.27954516,-1.3977258,1.621362,-0.27954516,-0.6709084,-1.621362,0.27954516,-0.61499935,1.5654529,-0.44727227,1.3418168,2.5159066,-3.354542,-3.186815,-4.919995,1.9009072,-7.100447,1.3977258,3.7459052,-3.4104512,1.73318,6.37363,-0.8386355,2.1245432,-3.8018143,-1.2859077,-1.4536349,0.055909034,1.677271,5.031813,1.3977258,-0.3354542,0.6709084,2.4599974,-1.3418168,3.8018143,-3.8018143,3.1309059,-0.5031813,0.3354542,-1.1740897,-2.2363613,-0.7268174,3.5222692,2.3481793,1.8449981,-1.0063626,2.2922704,-0.7268174,1.677271,-0.44727227,-3.354542,0.61499935,3.354542,-0.6709084,-1.3418168,-0.11181807,-1.8449981,-1.4536349,1.73318,2.9072697,0.6709084,-3.354542,1.2859077,0.5031813,-0.27954516,1.8449981,-1.9009072,-1.2299987,0.5031813,3.8577232,4.5286317,-1.3418168,3.7459052,1.0063626,-6.9886293,3.8577232,2.1245432,1.0622716,-0.5031813,2.5159066,1.3977258,-2.6277246,3.242724,-2.8513608,3.7459052,1.4536349,1.3977258,-2.4599974,0.78272647,-2.4040885,-4.808177,0.27954516,1.73318,-1.4536349,-2.7954516,-3.1309059,1.0063626,2.012725,-2.7954516,-0.1677271,0.7268174,0.1677271
1490,Pulborough Brooks RSPB,TQ059167,505900,116700,1880.0,England,8.0,8,2015,2023,UKBMS,50.94002841942764,-0.4941222524884244,4.525679,-0.5485672,-0.0685709,4.3885374,0.6171381,-2.742836,-5.417101,0.20571269,2.5371232,-0.75427985,0.9599925,1.371418,0.5485672,-1.919985,2.8114069,4.662821,-1.0971344,3.7713993,-4.3199663,-2.2628396,7.7485113,2.2628396,-1.302847,1.4399889,0.41142538,0.1371418,-2.3314104,3.2228322,-1.7142724,3.4971159,-1.8514142,0.5485672,-2.057127,3.4971159,-0.2742836,0.5485672,0.9599925,-2.742836,-1.5085597,-3.977112,3.977112,-4.9371047,-0.75427985,1.919985,-1.0285635,2.9485486,4.2513957,-5.0056753,0.0685709,-3.0856903,-4.114254,-0.8914217,-0.75427985,2.2628396,3.4971159,1.0285635,-4.525679,1.4399889,3.4971159,-0.9599925,0.3428545,-1.919985,2.5371232,-1.5085597,-0.41142538,-1.0285635,-0.8914217,-0.20571269,1.919985,1.988556,-1.2342762,-1.6457015,3.7713993,2.1256979,1.371418,-1.302847,-1.0971344,0.9599925,2.742836,1.0971344,-1.302847,-1.0971344,0.2742836,-1.7142724,3.977112,-3.291403,1.2342762,-3.4285448,0.6171381,3.291403,-2.1942687,1.5771307,-1.988556,-3.9085412,-0.685709,0.0,2.057127,-1.7142724,4.525679,2.742836,-2.742836,3.1542614,-0.2742836,2.5371232,1.371418,8.708504,0.41142538,-1.5085597,2.057127,-0.1371418,0.8914217,1.919985,1.8514142,-0.0685709,3.9085412,1.0971344,-2.4685524,2.1256979,-2.3999815,-2.9485486,-0.1371418,-3.5656867,1.8514142,0.20571269,-3.0171194,-0.9599925,3.0171194,-1.7142724
1491,Graffham Down - Paterson,SU915162,491500,116200,1000.0,England,4.0,9,2015,2023,UKBMS,50.937995574695144,-0.6991385704093338,5.5568027,1.2080005,-2.5770679,5.5568027,-1.4496007,3.0602682,-6.1205363,1.8522675,1.0469338,2.4965346,-0.40266687,-2.657601,-2.7381346,-4.348802,-2.4965346,4.4293356,-2.8992014,2.2549343,-0.40266687,-2.416001,1.8522675,1.6106675,-2.5770679,1.6106675,1.7717341,1.8522675,0.0,6.6037364,0.80533373,-2.5770679,-6.040003,-0.48320022,-3.946135,1.6106675,-0.96640044,0.96640044,1.6106675,-2.7381346,-2.174401,0.0,2.4965346,-3.0602682,-3.1408014,1.0469338,-1.8522675,1.4496007,4.0266685,1.6912007,-1.9328009,-3.5434682,-1.0469338,1.3690673,1.6912007,3.946135,1.8522675,2.7381346,3.3018682,1.6106675,4.832002,-0.24160011,3.3824015,-2.4965346,2.2549343,-1.3690673,1.0469338,1.4496007,-1.9328009,2.174401,4.187735,1.4496007,-1.5301341,-2.2549343,2.5770679,0.88586706,-1.8522675,-1.3690673,-0.24160011,-2.2549343,-1.4496007,-1.3690673,-1.0469338,-1.2885339,6.1205363,-4.590402,1.1274672,-2.657601,4.187735,-2.4965346,1.2885339,-0.72480035,-1.5301341,2.8992014,0.08053337,-2.818668,0.40266687,1.2080005,1.2080005,-2.9797347,4.348802,1.9328009,-10.227738,-0.5637336,2.0938675,1.6106675,-0.08053337,4.9125357,1.9328009,-2.0938675,3.1408014,0.0,7.40907,-1.1274672,-1.1274672,-3.1408014,8.858671,2.7381346,-1.4496007,-3.221335,0.88586706,-2.9797347,-0.24160011,-7.16747,-0.5637336,0.48320022,-2.8992014,-1.4496007,0.48320022,-0.16106674
1494,Nymans,TQ270296,527000,129600,2860.0,England,8.0,6,2016,2022,UKBMS,51.05171391053452,-0.1894506194787745,4.4998097,2.0999112,0.0,3.0598705,1.6799289,1.439939,-5.4597692,-2.339901,1.8599213,2.219906,1.0199568,-2.6398883,-3.1798654,-2.7598832,2.219906,2.8198807,0.41998222,2.339901,-2.0399137,-4.139825,3.1798654,2.0399137,-0.779967,-0.9599594,1.0199568,-0.05999746,0.83996445,4.319817,-0.59997463,-0.89996195,-4.439812,-0.05999746,-1.7999239,3.2998605,1.8599213,-0.17999238,2.339901,-1.6199315,-3.7198427,-1.6799289,0.29998732,-3.899835,-1.7399263,0.6599721,0.35998476,-1.1999493,0.9599594,-1.1399518,-1.6199315,-4.8597946,0.6599721,0.9599594,-0.35998476,0.6599721,2.1599085,4.139825,0.6599721,1.4999366,4.0198298,-1.9199188,2.2799037,-0.53997713,-0.41998222,-0.05999746,4.679802,0.4799797,-4.139825,-0.59997463,3.77984,0.4799797,0.11999492,0.6599721,3.5998478,-0.4799797,-1.7999239,-1.4999366,0.9599594,2.0399137,0.11999492,-2.7598832,-1.4999366,-3.4198554,2.3998985,-3.7198427,-1.6199315,-2.2799037,7.6196775,-4.679802,1.6199315,-0.6599721,-2.4598958,1.559934,0.35998476,-4.6198044,-1.0199568,3.239863,-1.4999366,-3.9598324,5.159782,-0.7199695,-5.6397614,-1.4999366,-2.8198807,-1.6199315,-2.1599085,5.4597692,1.0199568,2.0399137,5.339774,-2.0999112,0.779967,-0.53997713,-0.11999492,-3.7198427,5.6397614,3.899835,-1.4999366,-1.439939,-1.0799543,-3.2998605,-1.7399263,-4.799797,1.2599467,1.6799289,-4.1998224,-0.41998222,2.8198807,0.05999746
1499,Rowland Wood & Park Corner Heath 2018,TQ515147,551500,114700,2500.0,England,10.0,6,2018,2023,UKBMS,50.911889831175344,0.153645089376247,6.7832365,3.3916183,-0.64323795,5.4382844,1.1110474,0.99409497,-6.666284,-0.58476174,0.7601903,0.58476174,2.0466661,0.35085705,-4.4441895,-1.6958091,0.29238087,3.917904,-2.9238088,4.385713,-1.6373329,-3.4500945,3.8594277,3.333142,-3.5085707,-1.6958091,1.0525712,-1.1110474,-0.99409497,3.4500945,1.3449521,-1.1110474,-5.672189,0.11695235,-3.8009515,3.2161896,-1.2279997,1.6373329,2.0466661,-2.3975232,-2.8653326,-1.4619044,-0.29238087,-3.7424753,-0.7017141,1.8127614,-1.1695235,0.058476176,4.2687607,0.35085705,-1.4034282,-4.385713,-0.2339047,-0.7017141,1.6958091,3.0407612,2.1051424,4.2687607,2.982285,1.3449521,4.2687607,-2.9238088,3.3916183,0.2339047,2.280571,-1.0525712,4.327237,1.4034282,-2.982285,-0.11695235,2.339047,2.9238088,1.9881899,-1.4034282,2.7483802,-1.1110474,-1.1110474,-2.0466661,-0.81866646,0.29238087,-1.3449521,-2.339047,-3.2161896,-2.4559994,2.6899042,-2.982285,-0.7017141,0.5262856,5.028951,-3.6255229,-1.3449521,-2.2220948,-1.7542853,1.6958091,0.40933323,-1.6373329,-0.40933323,1.4619044,2.5729518,-4.970475,4.1518087,2.0466661,-7.4264746,2.0466661,0.17542852,0.17542852,-1.3449521,6.4908557,1.4034282,-0.29238087,4.561142,-3.2161896,3.333142,-0.7601903,-0.17542852,-5.3798084,6.3739033,2.0466661,-3.683999,-1.5788567,2.0466661,-3.2746658,-0.5262856,-5.730665,0.9356188,1.5203806,-2.7483802,-0.40933323,2.0466661,0.64323795
