Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,emb_64,emb_65,emb_66,emb_67,emb_68,emb_69,emb_70,emb_71,emb_72,emb_73,emb_74,emb_75,emb_76,emb_77,emb_78,emb_79,emb_80,emb_81,emb_82,emb_83,emb_84,emb_85,emb_86,emb_87,emb_88,emb_89,emb_90,emb_91,emb_92,emb_93,emb_94,emb_95,emb_96,emb_97,emb_98,emb_99,emb_100,emb_101,emb_102,emb_103,emb_104,emb_105,emb_106,emb_107,emb_108,emb_109,emb_110,emb_111,emb_112,emb_113,emb_114,emb_115,emb_116,emb_117,emb_118,emb_119,emb_120,emb_121,emb_122,emb_123,emb_124,emb_125,emb_126,emb_127
50515,,TQ6524,565000,124000,2000.0,England,10.0,7,2012,2022,WCBS,50.991750073945965,0.3497222670243586,5.6651278,-0.2723619,-1.0894476,3.7585945,-1.1439201,0.5447238,-4.684625,-0.70814097,1.6886439,0.108944766,-0.70814097,-1.9610058,-2.0699506,-3.2138705,-0.9805029,2.3967848,-0.108944766,3.5951772,-1.0894476,-3.7585945,2.6146743,2.4512572,-2.6146743,-0.108944766,1.6886439,-0.76261336,0.108944766,4.684625,1.4707544,0.76261336,-4.4667354,0.49025145,-1.6886439,3.8130667,0.9805029,0.49025145,3.3228154,-2.2333677,-1.7431163,-1.9065334,0.054472383,-4.6301527,-1.7431163,0.108944766,-0.2723619,-0.49025145,2.124423,-0.3268343,0.38130668,-4.248846,-1.6341715,0.3268343,0.108944766,2.2333677,4.0309563,2.9415088,0.054472383,2.7780914,4.521208,-2.6146743,1.852061,0.2723619,1.7975886,-1.7431163,1.4707544,1.852061,-4.3033185,0.8715581,2.8325639,1.4707544,1.0894476,-0.43577906,2.5602021,0.3268343,-0.5991962,-1.2528648,1.5796992,0.0,0.3268343,-0.5991962,-1.0349753,-1.3073372,3.7585945,-1.9610058,1.6886439,-2.7236192,4.139901,-5.7196,1.6341715,0.81708574,-4.0854287,4.0309563,0.108944766,-3.540705,-0.5991962,1.5796992,-0.76261336,-4.739097,5.1204042,1.7975886,-5.501711,0.76261336,-1.4707544,1.5796992,-0.16341715,5.6651278,-0.21788953,-0.5991962,3.268343,-1.4707544,2.3423126,-0.49025145,-2.2878401,-1.6886439,6.9179926,2.6146743,-2.6691468,-2.2878401,-0.6536686,-3.9220116,0.76261336,-3.4862325,0.43577906,0.054472383,-2.4512572,-1.5252267,1.852061,0.21788953
50516,,TL2722,527000,222000,2000.0,England,10.0,13,2011,2023,WCBS,51.882107216643206,-0.1562790093836961,4.919623,-3.336296,1.017853,3.5059383,-0.113094784,-2.3749905,-4.2976017,1.9226114,0.22618957,0.16964218,2.2618957,-0.79166347,-2.4315379,-2.4315379,2.4315379,3.7886753,-1.0744004,0.6785687,0.45237914,-0.8482109,4.071412,6.5594974,-2.714275,1.2440426,2.2618957,3.90177,-0.39583173,-0.16964218,-0.056547392,0.5089265,-0.8482109,-2.8273697,-2.0922534,1.017853,-0.8482109,0.5089265,0.8482109,-1.1874952,-1.017853,-4.2976017,-0.16964218,-5.7112865,1.1874952,2.8273697,1.30059,2.8273697,0.79166347,0.5089265,0.9047583,-1.0744004,-2.4880853,0.16964218,0.113094784,1.5833269,3.8452227,1.2440426,-1.4702322,-0.39583173,1.9226114,-0.45237914,0.9047583,1.8095165,1.3571374,0.33928436,0.6785687,-3.5059383,-3.3928435,2.4880853,2.883917,2.3749905,0.9047583,-1.30059,1.9791588,-1.1309478,1.1874952,0.5089265,0.16964218,-0.7351161,0.5089265,2.035706,-0.16964218,-2.714275,0.22618957,-1.9791588,4.8065286,-2.714275,4.2976017,-5.485097,0.28273696,1.9226114,1.4136848,5.2589073,-0.5089265,-3.3928435,-1.6398743,0.33928436,-1.6398743,-0.28273696,0.9613057,1.7529691,-2.0922534,2.7708223,0.0,1.5833269,2.5446327,7.181519,0.5089265,-0.9047583,1.2440426,-2.1488008,0.5654739,0.39583173,-3.5059383,-5.0327177,2.3749905,3.619033,-2.60118,-3.1101065,-0.39583173,-5.2589073,-2.4880853,-3.7886753,-1.4136848,0.39583173,-2.2053483,0.7351161,1.3571374,-0.6785687
50521,,TQ0960,509000,160000,2000.0,England,10.0,12,2011,2023,WCBS,51.328662464150355,-0.4369316468198931,2.105104,1.6193109,0.86363244,1.8352189,-0.3778392,-1.5653338,-4.4800935,-2.4289663,0.91760945,0.7556784,-0.64772433,-3.7783918,-2.2670352,-3.7244148,1.0795405,1.4034027,1.8891959,1.2414716,0.43181622,-3.3465757,2.051127,1.0795405,0.48579323,0.32386217,2.3749893,0.5937473,-0.107954055,2.2670352,0.7556784,0.21590811,-2.9687364,-0.48579323,0.70170134,3.0766907,2.6448743,0.107954055,2.8607824,-1.1874946,-3.7244148,-1.5113568,0.5937473,-3.1846447,0.107954055,-0.43181622,1.8891959,-1.4573797,-0.91760945,0.32386217,-0.43181622,-2.2670352,0.64772433,1.7272649,0.053977028,0.5937473,3.5085068,1.5113568,-1.6193109,1.0255635,3.4545298,-1.3494257,1.2954487,-0.107954055,-2.8607824,-1.4034027,4.6960015,0.97158647,-4.4800935,-1.5653338,1.8352189,3.1846447,-0.91760945,0.86363244,2.7528284,1.4034027,-1.8352189,-1.2954487,-0.053977028,1.6193109,0.7556784,-1.6193109,0.053977028,-1.2954487,2.6988513,-4.9658866,-1.6193109,-0.5937473,6.8550825,-4.6420245,-0.053977028,1.1335176,-5.5596337,-0.053977028,-0.5937473,-3.9943001,-0.48579323,-0.43181622,-3.4545298,-1.8891959,6.5312204,-2.5908973,-3.1846447,-3.2925987,-1.1335176,-2.4829433,-1.4034027,5.2897487,-0.5937473,3.0766907,5.1817946,0.32386217,-0.8096554,0.8096554,-1.4573797,-0.86363244,2.9687364,2.3210123,-0.26988512,-0.97158647,-1.8891959,-4.6420245,-1.3494257,-1.9431729,-0.86363244,1.5113568,-4.264185,-0.26988512,1.5113568,1.1335176
50524,,SP1719,417000,219000,2000.0,England,10.0,13,2011,2023,WCBS,51.869319719630994,-1.754500008508523,0.18732671,-0.24976896,-2.3103628,6.556435,-0.6244224,-3.3094387,-3.3094387,2.872343,0.6868646,2.3103628,-0.06244224,-2.8099008,0.43709567,0.06244224,2.9347854,2.9972274,-1.0615181,2.6850164,1.0615181,-2.1854784,2.372805,4.5582833,-0.06244224,0.49953791,-0.6244224,2.5601318,-6.3066664,3.62165,-1.8732672,0.37465343,-1.3737292,-0.49953791,0.43709567,-1.7483827,-3.62165,0.43709567,-0.37465343,-1.9981517,-2.6850164,-1.8732672,1.6859405,-6.3066664,0.74930686,1.2488447,-3.933861,3.184554,2.8099008,-1.1864026,-2.4976895,0.6868646,-0.6244224,-0.9366336,0.06244224,2.9347854,4.870495,1.2488447,1.1864026,1.4986137,1.4361715,1.6234982,4.932937,2.5601318,-0.43709567,-0.5619801,-3.0596697,-1.810825,1.3737292,2.3103628,-0.6244224,0.6868646,0.74930686,-0.37465343,3.62165,4.495841,-5.8071284,-2.5601318,1.0615181,-3.62165,1.9357095,-0.24976896,1.8732672,-0.99907583,1.0615181,1.561056,4.3085146,-1.810825,2.5601318,-5.6198015,-0.9366336,2.1230361,2.1230361,2.2479205,-2.2479205,-0.24976896,-1.3737292,-0.74930686,0.74930686,-3.2469964,-1.0615181,2.872343,-2.4976895,-0.99907583,-0.06244224,1.8732672,1.9357095,7.9301643,0.43709567,-4.370957,0.37465343,2.372805,3.0596697,2.2479205,-0.8117491,-2.4352474,1.8732672,5.682244,-3.9963033,-0.37465343,-4.433399,-5.8071284,-1.7483827,-1.810825,-1.7483827,-0.37465343,-1.4361715,2.1230361,2.9347854,-4.932937
50525,,NT5376,353000,676000,2000.0,Scotland,10.0,10,2011,2023,WCBS,55.97467843529631,-2.7546649803639154,6.1187468,1.4022129,1.211002,4.334112,0.50989556,1.6571605,-4.1429014,-0.19121084,1.8483714,0.38242167,-2.167056,-2.8681626,-2.6132147,0.12747389,0.9560542,2.6132147,-0.25494778,3.6967428,-1.211002,-0.25494778,-1.211002,0.12747389,-4.397849,2.0395823,2.358267,-6.3736944,-3.1868472,1.9121084,-1.9758453,-0.63736945,-2.5494778,0.82858026,-2.6769516,-0.063736945,-3.3780582,-0.63736945,0.9560542,1.3384758,3.3780582,-2.8044257,1.147265,-3.3780582,1.083528,4.525323,-1.9758453,2.9318995,3.0593734,-2.230793,0.82858026,-3.6967428,-3.2505841,-0.19121084,1.4022129,2.5494778,7.011064,-1.0197911,2.6132147,1.211002,3.3780582,-3.2505841,3.441795,1.0197911,3.7604797,-0.9560542,2.5494778,-4.0154276,1.0197911,0.063736945,2.29453,3.8242168,-0.063736945,2.1033192,3.3780582,0.50989556,-1.5296867,-2.6769516,-1.7208976,0.50989556,0.12747389,1.0197911,3.8242168,-3.569269,-1.4659498,0.89231724,4.2703753,3.569269,3.3780582,-8.094592,-1.211002,-2.29453,-0.9560542,0.89231724,0.89231724,-0.5736325,-3.1868472,-0.9560542,-0.5736325,-1.5296867,3.505532,0.63736945,-1.7846345,1.7208976,1.6571605,-0.76484334,1.4022129,3.314321,-1.2747389,1.2747389,3.1868472,-2.6132147,3.441795,3.441795,1.4022129,-3.7604797,3.0593734,1.5296867,-5.3539033,1.211002,0.063736945,-1.9758453,-0.9560542,-1.7208976,2.5494778,-3.7604797,-4.907745,-0.19121084,1.9758453,-0.25494778
50530,,SO9519,395000,219000,2000.0,England,10.0,13,2011,2023,WCBS,51.8695518252091,-2.0740251687473905,5.3075533,0.04738887,-0.37911096,2.6537766,1.1847217,-1.8007771,-5.544498,0.42649984,2.7485545,0.09477774,0.90038854,-0.52127755,-1.7059994,-3.317221,0.6160553,3.6015542,-1.5638328,2.4642212,-3.7911096,-5.1653867,5.497109,2.0377214,-2.0851102,0.9951663,2.4168324,1.5164438,-0.14216661,2.1324992,-0.9477774,-0.37911096,-2.890721,0.37911096,-2.51161,3.9806652,3.0802765,1.1373329,0.8056108,-2.0377214,-1.0425551,-0.8529997,0.6160553,-3.696332,0.18955548,1.7059994,0.14216661,1.1373329,2.890721,-1.4216661,1.3742772,-2.985499,-1.6586105,1.6112216,-0.33172208,2.7011657,1.9903326,2.2272768,-3.222443,2.558999,5.2601647,-0.8529997,1.6586105,-2.0377214,3.9806652,0.66344416,0.9951663,-2.0851102,-3.8384986,-0.37911096,1.6112216,3.8384986,1.0425551,-0.23694435,1.6112216,0.37911096,0.23694435,-0.37911096,-1.089944,-0.28433323,2.179888,-0.90038854,-1.1847217,-3.8858874,0.6160553,-1.7059994,2.0377214,-5.4023314,6.0183864,-5.070609,1.7059994,1.8007771,-2.7959433,3.4119987,-0.6160553,-3.9806652,-1.5164438,2.3694434,-0.18955548,-3.4119987,3.4593875,0.37911096,-5.117998,1.8955548,-1.8007771,0.9951663,0.7108331,4.6441092,0.90038854,-0.4738887,3.4593875,-1.2321106,3.4593875,0.33172208,-0.6160553,-1.3742772,3.1276655,3.1276655,-1.3742772,-2.0851102,-2.4642212,-4.6914983,-2.890721,-2.985499,1.9903326,2.179888,-3.9806652,-0.7108331,2.51161,0.14216661
50531,,TF8532,585000,332000,2000.0,England,10.0,13,2011,2023,WCBS,52.8537033759407,0.7461350153650759,-1.1048964,-0.67521447,-2.4553254,4.4195857,-1.3504289,-3.621605,-1.1048964,3.4374557,1.1048964,0.36829883,-0.8593639,-3.13054,0.67521447,-1.1662796,-0.36829883,1.8414941,-1.6573447,3.4988387,0.12276627,-0.67521447,4.4195857,4.480969,-0.24553254,1.5345784,-0.18414941,2.1484098,-6.5066123,3.1919231,-2.4553254,-0.73659766,-1.8414941,-1.780111,-2.0256436,-2.8236241,-3.560222,-0.12276627,-0.061383136,-2.3939424,-1.4118121,-2.6394749,2.5167086,-6.1996965,0.36829883,2.1484098,-2.0870266,4.174053,3.560222,-0.5524482,-4.174053,1.2276627,-0.67521447,-3.3146894,-1.1662796,3.8057544,5.8927813,-0.5524482,2.1484098,0.12276627,3.7443712,1.5345784,3.8057544,0.98213017,-0.24553254,0.24553254,-5.5244823,-2.8236241,0.42968196,2.271176,-0.92074704,1.1048964,1.4731953,2.1484098,2.7008579,2.0870266,-5.2175665,-2.9463906,0.92074704,-1.2890458,2.332559,2.332559,2.7008579,-1.4731953,-2.5780916,2.4553254,4.174053,-4.972034,3.8671374,-7.795658,-0.49106508,1.4118121,3.069157,3.621605,-0.67521447,-2.4553254,-2.332559,-0.98213017,0.7979808,-2.3939424,0.18414941,2.332559,-0.98213017,-0.92074704,-0.92074704,1.1048964,3.1919231,6.0155473,-0.49106508,-4.2354364,-0.67521447,2.271176,0.67521447,4.2968197,1.3504289,-4.11267,2.5780916,3.0077736,-3.0077736,-1.5959616,-2.332559,-6.5066123,-2.7008579,-1.2890458,-0.92074704,0.24553254,-0.49106508,2.7622411,5.0948005,-2.3939424
50532,,TL0532,505000,232000,2000.0,England,10.0,9,2012,2023,WCBS,51.9765557787157,-0.4727242387028924,2.6048386,-5.4810143,4.0700603,2.3877687,-2.6048386,-3.3103156,-2.7133734,2.0078964,-1.845094,0.05426747,0.43413976,-0.7054771,-4.1243277,-1.8993615,3.4188507,2.4963036,-1.6822915,1.8993615,1.3566867,-0.10853494,2.7133734,5.101142,-0.97681445,0.5969422,1.6280241,4.829805,-1.1396168,-0.43413976,-0.5969422,-1.3566867,-1.1396168,-2.7133734,-3.0389783,2.8219085,-2.0621638,0.10853494,0.3798723,-1.4652216,-3.1475132,-5.643817,-0.32560483,-5.806619,1.5194892,4.0700603,0.7597446,1.8993615,2.4420362,-0.27133736,1.3024193,0.16280241,0.10853494,-0.05426747,-2.0621638,1.2481518,1.8993615,0.10853494,-0.10853494,-0.65120965,1.6280241,-1.4652216,0.48840722,1.845094,2.8219085,-0.32560483,0.97681445,-5.318212,-3.8529904,0.7597446,2.8761759,4.5584674,1.1396168,-1.1396168,2.4420362,-2.0078964,1.736559,0.05426747,-0.27133736,0.10853494,1.2481518,3.2560482,0.43413976,-3.5273855,-1.845094,-1.1938844,3.7444553,-3.0932457,4.5042,-5.209677,0.27133736,2.170699,2.8219085,2.984711,0.21706988,-0.97681445,-1.2481518,1.4109542,-0.97681445,-0.16280241,0.27133736,1.4109542,-0.3798723,2.2249663,-0.48840722,0.0,3.1475132,6.8919687,-3.0389783,-1.5194892,2.1164312,-3.0389783,-0.922547,-0.43413976,-1.6280241,-5.209677,2.333501,3.3103156,-2.6048386,-2.767641,-0.5969422,-3.798723,-1.5737566,-4.2328625,-1.2481518,-1.0853494,-4.667002,1.3024193,2.767641,-0.65120965
50535,,SU3235,432000,135000,2000.0,England,10.0,8,2012,2022,WCBS,51.11340414411918,-1.5442372730962364,4.6949224,-0.8094694,0.8094694,3.6695945,0.7015401,2.6442666,-2.8061604,1.726868,0.97136325,3.9933822,-2.2125497,-5.82818,-0.2158585,-3.453736,0.7015401,3.2378776,-1.3491156,1.8347973,-2.3744435,-2.9680545,-0.2158585,-1.8347973,-4.209241,2.8061604,0.32378775,-3.2918422,-0.431717,3.7235591,-1.4030802,-0.863434,-5.9900737,-2.6442666,-2.860125,-3.9933822,-4.4250994,-1.726868,-0.431717,1.457045,1.457045,-1.726868,2.2125497,-2.8061604,0.8094694,0.863434,-2.4284081,3.453736,0.7555048,-3.0759838,-2.590302,-3.7235591,-1.726868,1.5110096,2.6982312,0.8094694,4.6949224,-0.7555048,1.5649742,2.4823728,4.3711348,-2.6982312,2.9680545,1.6729034,2.6982312,-2.4823728,0.7015401,-4.31717,3.8314884,-0.16189387,0.7015401,4.1013117,0.91739863,2.4284081,4.1013117,3.1299484,-5.774215,-0.32378775,-0.32378775,-0.5936109,0.0,1.5110096,2.3744435,-3.5077007,1.8887619,-0.91739863,3.0220191,4.8568163,4.047347,-6.367826,-1.7808326,0.863434,0.0,2.7521958,0.16189387,-2.4823728,-3.6695945,-2.91409,-2.2125497,0.431717,3.0220191,1.8887619,-1.9427265,0.863434,2.320479,0.0,3.5616653,2.5363374,-0.10792925,0.32378775,1.457045,-0.48568162,4.5330286,2.158585,1.6729034,-3.885453,5.0726748,4.5330286,-4.6949224,0.8094694,1.9427265,-0.7555048,-2.4823728,-1.457045,1.7808326,-4.4250994,-6.8535075,0.431717,0.91739863,-3.2378776
50551,,ST6805,368000,105000,2000.0,England,10.0,12,2012,2023,WCBS,50.843631790854346,-2.4558682807218406,-1.3255854,-0.13953531,0.9069795,2.3023326,-1.2558178,-4.186059,-2.7907062,2.8604739,1.1860502,0.13953531,1.4651208,-2.5814033,-2.1627972,-1.2558178,4.3255944,2.232565,-1.3953531,0.55814123,1.5348884,-1.6744237,3.627918,4.6744328,-2.7907062,2.3721004,1.813959,5.232574,-3.1395445,1.5348884,-1.7441914,0.41860592,-1.7441914,-1.0465147,-2.6511707,-0.69767654,-1.8837266,-0.13953531,2.5814033,-3.627918,-3.6976857,-3.209312,0.55814123,-5.511645,1.604656,1.6744237,-0.48837358,2.9302416,0.48837358,-1.0465147,0.6279089,-0.69767654,0.0,-0.27907062,-0.41860592,1.4651208,2.8604739,2.0930295,-0.69767654,-2.232565,1.3255854,0.7674442,-0.34883827,1.5348884,0.34883827,0.69767654,0.34883827,-6.209321,-1.604656,1.7441914,-0.20930296,2.5116355,-0.7674442,-0.34883827,2.8604739,0.27907062,1.1162825,-0.7674442,-1.1162825,-2.1627972,1.0465147,2.0930295,0.9069795,-4.3255944,-0.20930296,-0.9069795,5.1628065,-4.46513,3.5581503,-8.860492,2.0930295,-0.48837358,2.4418678,3.7674532,-0.9069795,-3.418615,-3.418615,-1.1860502,0.48837358,-1.7441914,0.83721185,1.4651208,-1.1860502,-0.20930296,-1.1860502,-0.48837358,1.5348884,6.3488564,-0.7674442,2.023262,1.4651208,-0.97674716,-0.27907062,0.9069795,0.55814123,-4.813968,0.41860592,2.1627972,0.13953531,-3.627918,-0.97674716,-7.255836,-4.6744328,-4.3953624,0.27907062,0.48837358,-1.3953531,2.1627972,4.186059,-1.4651208
50555,,TL1152,511000,252000,2000.0,England,10.0,15,2009,2023,WCBS,52.1551311483218,-0.3789118613043766,4.828305,-0.22721434,1.5905004,2.6697683,-1.5336968,-0.85205376,-2.8401792,-2.328947,-0.51123226,2.7833757,-0.85205376,0.7384466,-2.442554,-0.56803584,0.56803584,-0.90885735,0.7952502,5.2259297,-1.363286,0.3976251,-1.2496789,0.681643,-1.2496789,-0.7952502,1.4200896,0.90885735,-0.28401792,0.6248394,-3.124197,1.0224645,-1.9881254,1.8177147,-1.4200896,2.1585362,1.9881254,-0.51123226,2.1585362,2.1585362,-1.5336968,-4.0330544,2.4993577,-1.9313219,1.6473039,3.408215,0.0,0.3976251,-0.3408215,-1.6473039,2.442554,-3.976251,-1.0792681,-0.3976251,0.45442867,-0.3976251,6.532412,-1.1360717,0.6248394,1.3064824,4.089858,-3.0673935,1.9313219,-1.5336968,0.45442867,0.7384466,3.976251,-3.0673935,-1.9881254,-0.45442867,3.4650187,1.8745183,-0.17041075,-2.1017327,3.5218222,0.51123226,-3.5218222,0.056803584,0.56803584,3.01059,4.2602687,2.2721434,3.4650187,-2.7833757,-4.6010904,-3.408215,0.45442867,3.5218222,4.4306793,-7.214055,-1.2496789,2.2721434,-5.6803584,0.56803584,-0.56803584,-2.044929,1.4200896,-0.6248394,-1.2496789,-1.4200896,3.976251,-4.373876,-0.6248394,0.3976251,0.85205376,-1.4768932,1.1928753,3.5218222,-1.5905004,2.5561614,2.7833757,0.3976251,-2.3857505,3.7490366,0.6248394,-2.7833757,0.90885735,1.4768932,-3.0673935,-1.1360717,-2.328947,-2.1585362,-0.7384466,-3.5218222,1.9881254,-2.2153397,-6.418805,-0.056803584,-0.45442867,-0.45442867
50556,,NY7412,374000,512000,2000.0,England,10.0,9,2009,2023,WCBS,54.50264627602283,-2.402999037112718,5.489424,-1.3941395,-1.7426744,6.0122266,1.0456047,-3.0496802,-4.095285,0.34853488,3.4853487,0.52280235,1.2198721,-0.60993606,1.5684069,-1.4812733,2.8754127,3.2239478,-2.3526103,2.9625466,-2.2654767,-4.6180873,3.8338838,4.5309534,-0.60993606,0.26140118,0.0,1.9169419,-3.2239478,1.0456047,-1.4812733,1.3941395,-0.95847094,0.4356686,-2.178343,1.3070058,0.4356686,1.7426744,-0.34853488,-2.8754127,0.8713372,-1.0456047,3.2239478,-3.6596162,-0.26140118,1.8298081,-3.1368139,2.6140115,4.5309534,-1.6555407,-1.7426744,-1.3941395,-1.4812733,1.2198721,-0.17426744,2.7011454,2.0912094,1.2198721,-0.78420347,3.1368139,5.228023,0.78420347,2.3526103,-0.8713372,3.9210174,-0.26140118,-0.17426744,-4.095285,0.4356686,1.4812733,0.52280235,1.3941395,-0.17426744,-0.95847094,2.4397442,3.5724826,-3.1368139,-0.95847094,-0.4356686,-2.3526103,1.0456047,-0.4356686,2.5268779,-3.1368139,1.1327384,-1.3941395,3.6596162,-4.182419,2.8754127,-4.5309534,-0.60993606,2.6140115,-2.178343,1.3941395,-1.9169419,-2.8754127,-0.4356686,-0.26140118,2.0912094,-1.4812733,1.6555407,4.966622,-4.008151,1.4812733,-0.95847094,3.2239478,1.3941395,11.065983,-0.17426744,-3.7467499,1.5684069,0.69706976,2.8754127,2.0912094,-1.7426744,-1.1327384,2.0912094,3.5724826,-0.4356686,-2.0040755,-2.9625466,-4.008151,1.5684069,-2.7011454,-0.17426744,1.5684069,-2.0040755,1.8298081,3.2239478,-1.1327384
50561,,TL3085,530000,285000,2000.0,England,10.0,11,2009,2023,WCBS,52.447502940198675,-0.0886126792677782,0.37625957,-2.0067177,0.4389695,4.389695,-1.0033588,0.37625957,-3.511756,-1.2541986,-1.5677482,3.323626,-1.2541986,-2.1321375,-3.4490461,-0.877939,-0.12541986,1.2541986,0.06270993,3.323626,0.4389695,-0.4389695,-1.693168,-0.31354964,-4.389695,-0.5016794,3.7625957,-2.2575574,-3.0727863,1.755878,-4.326985,0.75251913,-0.37625957,1.755878,-2.3829772,1.4423283,-5.142214,-0.31354964,0.6270993,1.9440078,-0.56438935,-1.693168,-1.1914886,0.6270993,1.5677482,-1.6304581,0.18812978,1.0033588,2.9473667,-4.6405344,0.37625957,-2.1948476,-3.8880155,-1.1914886,-1.9440078,2.3202672,5.142214,-2.508397,2.1321375,0.18812978,2.9473667,-3.8253055,4.138855,-0.4389695,2.3202672,0.12541986,1.693168,-3.6998858,0.56438935,-0.37625957,1.0660688,2.4456873,-1.1287787,0.75251913,5.832023,0.37625957,0.6270993,-1.1914886,0.877939,-1.4423283,-0.6270993,2.3829772,6.3337026,-4.6405344,2.3202672,1.1914886,3.2609162,3.1354964,3.511756,-7.964161,-3.2609162,-1.4423283,-1.755878,-0.6898092,0.75251913,-2.1321375,-1.6304581,-2.9473667,-3.1354964,-1.1287787,1.3169085,-3.7625957,-1.9440078,1.5677482,2.0067177,-2.8219466,4.6405344,5.455764,-1.1287787,-0.12541986,4.7659545,-0.4389695,2.0694275,0.6898092,0.877939,-2.1948476,2.0067177,3.6998858,-5.832023,2.1948476,-1.1287787,-2.571107,-1.755878,-3.0727863,-3.0100765,-4.138855,-3.7625957,-3.0100765,3.386336,-1.8812978
50562,,TL5456,554000,256000,2000.0,England,10.0,12,2009,2023,WCBS,52.180758543520085,0.2509877317091719,-0.9781309,-1.9562618,-1.2389657,5.1514893,-0.717296,0.32604364,-2.9343927,-1.2389657,-0.8477134,2.2170966,-0.2608349,-2.2170966,-3.325645,-2.3475142,-0.2608349,0.6520873,-0.6520873,2.608349,-1.1737571,-1.1737571,0.8477134,0.9781309,-2.2823055,2.2170966,2.608349,-2.0214705,-4.7602367,3.5212712,-3.58648,1.6954268,-1.6302181,1.1737571,-1.1737571,-0.8477134,-6.3252463,1.3693832,1.6302181,0.9781309,-2.5431404,0.7825047,-1.4998007,1.9562618,2.2823055,-0.717296,-0.065208726,2.7387664,1.6954268,-4.434193,-0.9781309,-0.91292214,-7.0425425,-2.0866792,-1.1737571,0.7825047,3.9125235,-1.0433396,0.6520873,0.717296,3.9125235,-3.58648,4.564611,-1.1737571,2.2170966,0.45646107,0.7825047,-3.325645,0.13041745,0.065208726,-0.5216698,2.3475142,-0.39125234,0.39125234,4.6298194,-0.2608349,-0.91292214,1.3693832,0.58687854,-0.39125234,0.5216698,2.5431404,5.216698,-2.9343927,3.6516886,0.45646107,2.869184,2.4779315,2.9996014,-8.281508,-5.542742,0.0,-0.39125234,-0.7825047,1.3041745,-1.0433396,-0.9781309,-4.303776,-2.608349,-1.7606356,1.1085483,-2.2823055,-0.13041745,2.2823055,2.0866792,-3.7168972,5.086281,5.216698,-1.2389657,-2.151888,4.8906546,1.4998007,3.9777322,1.3693832,0.065208726,-2.0866792,2.869184,5.8687854,-5.086281,1.8258443,-0.19562617,-4.3689847,-1.2389657,-2.7387664,-2.3475142,-2.9343927,-2.4779315,-0.2608349,3.1300187,-1.2389657
50566,,SJ8662,386000,362000,2000.0,England,10.0,13,2009,2023,WCBS,53.154945285040064,-2.21081079826837,7.7170568,-0.18229268,0.72917074,4.921902,3.2812684,-2.4305692,-3.8889105,-0.6076423,2.673626,-0.72917074,2.4305692,1.5798699,1.336813,-1.7013984,3.7673821,4.192732,-3.1597397,3.7066178,-2.4913332,-2.1267478,4.31426,1.4583415,1.0329919,0.6684065,-0.18229268,1.3975772,-0.54687804,4.6788454,-0.24305691,1.2152846,-2.6128619,-0.121528454,-2.2482765,1.9444553,0.30382115,0.6684065,1.8836911,-2.4913332,-2.2482765,-5.347252,3.5850894,-3.463561,-1.1545203,1.5798699,-1.9444553,3.0382113,4.2534957,-1.2760488,-0.48611382,-3.4027967,-3.7066178,1.2760488,-1.5191057,1.2152846,1.7013984,3.2812684,-1.5191057,1.7013984,3.5243251,1.2152846,0.4253496,0.78993493,6.137187,-0.4253496,0.36458537,-3.5243251,-0.6684065,1.5798699,5.2864876,-2.6128619,-0.78993493,0.6076423,2.7951543,0.4253496,1.8229268,-4.010439,-0.6684065,1.3975772,2.916683,0.9114634,1.4583415,-3.2812684,-1.3975772,-2.1875122,3.1597397,-1.4583415,1.5191057,-2.1875122,2.8559186,1.336813,-3.2812684,3.8281462,1.5191057,-3.9496748,0.6076423,1.2152846,0.78993493,-0.9114634,2.7343903,4.1319675,-4.618081,4.9826665,-1.3975772,1.1545203,-0.6076423,7.7170568,0.9114634,-1.0937561,1.2760488,0.97222763,2.4913332,0.24305691,1.5191057,-2.3090405,4.3750243,-0.24305691,-1.8229268,0.97222763,-2.0052195,-1.8229268,0.54687804,-2.673626,3.9496748,-0.6684065,-2.7951543,3.4027967,2.7951543,0.72917074
