name|grid|country|nyrs|first|last|type|lat|lon|x|y
|TL2722|England|13|2011|2023|WCBS|51.8821|-0.1563|3.493|1.075
|TQ0960|England|12|2011|2023|WCBS|51.3287|-0.4369|-1.977|-0.944
|SP1719|England|13|2011|2023|WCBS|51.8693|-1.7545|6.503|4.948
|NT5376|Scotland|10|2011|2023|WCBS|55.9747|-2.7547|8.701|0.515
|SO9519|England|13|2011|2023|WCBS|51.8696|-2.0740|1.332|-0.101
|TF8532|England|13|2011|2023|WCBS|52.8537|0.7461|7.445|4.661
|TL0532|England|9|2012|2023|WCBS|51.9766|-0.4727|3.611|1.287
|SU3235|England|8|2012|2022|WCBS|51.1134|-1.5442|9.100|0.886
|ST6805|England|12|2012|2023|WCBS|50.8436|-2.4559|3.848|1.781
|TL1152|England|15|2009|2023|WCBS|52.1551|-0.3789|0.450|4.002
|NY7412|England|9|2009|2023|WCBS|54.5026|-2.4030|4.800|4.878
|TL3085|England|11|2009|2023|WCBS|52.4475|-0.0886|7.888|0.807
|TL5456|England|12|2009|2023|WCBS|52.1808|0.2510|7.840|0.884
|SJ8662|England|13|2009|2023|WCBS|53.1549|-2.2108|4.173|0.104
|SW5032|England|15|2009|2023|WCBS|50.1353|-5.4998|6.480|3.263
|NZ0825|England|2|2009|2023|WCBS|54.6201|-1.8776|0.589|0.039
|SM8518|Wales|15|2009|2023|WCBS|51.8192|-5.1209|-2.763|5.609
|TL8536|England|14|2009|2023|WCBS|51.9916|0.6931|6.360|3.381
|TQ3668|England|7|2009|2022|WCBS|51.3947|-0.0466|1.181|5.586
|SK2672|England|14|2009|2023|WCBS|53.2444|-1.6118|-0.767|-2.642
|ST6702|England|15|2009|2023|WCBS|50.8166|-2.4698|2.445|2.060
|ST8906|England|10|2009|2022|WCBS|50.8534|-2.1576|7.579|4.859
|TL2804|England|7|2009|2023|WCBS|51.7201|-0.1484|2.387|-2.422
|TQ5164|England|10|2009|2023|WCBS|51.3550|0.1672|-0.021|-2.533
|TQ7371|England|12|2009|2023|WCBS|51.4116|0.4862|7.177|0.350
|TQ9048|England|10|2009|2022|WCBS|51.1996|0.7182|6.101|4.823
|SK5814|England|13|2009|2023|WCBS|52.7206|-1.1427|0.210|4.968
|TF5016|England|13|2007|2023|WCBS|52.7209|0.2195|10.397|2.157
|TQ3566|England|11|2009|2022|WCBS|51.3770|-0.0617|0.745|5.913
|ST6537|England|14|2009|2023|WCBS|51.1312|-2.5016|7.339|5.430
|TL6545|England|12|2009|2023|WCBS|52.0788|0.4064|8.891|0.337
|TL7163|England|14|2009|2023|WCBS|52.2386|0.5029|8.793|0.463
|TL9354|England|3|2009|2023|WCBS|52.1505|0.8196|10.455|1.547
|SU9647|England|10|2009|2023|WCBS|51.2141|-0.6269|1.056|5.164
|SU2871|England|6|2009|2023|WCBS|51.4373|-1.5986|6.062|4.085
|SO8877|England|14|2009|2023|WCBS|52.3909|-2.1778|7.075|0.624
|SE8726|England|11|2009|2022|WCBS|53.7232|-0.6830|10.096|1.038
|SJ8182|England|6|2007|2022|WCBS|53.3346|-2.2868|4.368|2.340
|ST5444|England|3|2007|2022|WCBS|51.1934|-2.6597|2.796|0.654
|J2678|Northern Ireland|13|2010|2022|WCBS|54.6344|-6.0495|4.697|5.318
|SD9908|England|7|2010|2022|WCBS|53.5686|-2.0166|4.732|4.718
|SK2073|England|2|2010|2023|WCBS|53.2536|-1.7017|1.395|2.195
|ST6808|England|13|2010|2023|WCBS|50.8706|-2.4561|3.119|0.917
|TL1745|England|10|2010|2023|WCBS|52.0910|-0.2937|6.763|0.777
|SX8760|England|10|2010|2023|WCBS|50.4289|-3.5923|1.416|4.624
|TF2105|England|13|2010|2022|WCBS|52.6293|-0.2137|9.829|1.446
|TQ1302|England|14|2010|2023|WCBS|50.8065|-0.3976|1.342|5.091
|SU3300|England|11|2012|2022|WCBS|50.7986|-1.5331|7.339|4.031
|SU9622|England|11|2012|2022|WCBS|50.9894|-0.6336|0.306|4.618
|NH6853|Scotland|12|2012|2023|WCBS|57.5478|-4.2072|-2.793|5.471
|NS5852|Scotland|13|2011|2023|WCBS|55.7405|-4.2634|4.848|5.414
|NJ5726|Scotland|12|2012|2023|WCBS|57.3225|-2.7157|8.737|0.211
|J3864|Northern Ireland|13|2011|2023|WCBS|54.5056|-5.8703|4.322|3.149
|TF7222|England|13|2011|2023|WCBS|52.7682|0.5480|5.554|1.645
|NY9971|England|12|2012|2023|WCBS|55.0335|-2.0172|7.502|1.135
|SU2569|England|8|2012|2022|WCBS|51.4195|-1.6419|-1.362|-0.509
|NY1255|England|11|2009|2023|WCBS|54.8820|-3.3732|4.846|5.320
|SD4083|England|17|2007|2023|WCBS|54.2392|-2.9221|1.360|1.985
|SD6793|England|7|2009|2023|WCBS|54.3315|-2.5090|0.342|5.480
|SJ7656|England|14|2009|2023|WCBS|53.1007|-2.3599|6.228|5.839
|SJ2441|Wales|8|2009|2023|WCBS|52.9610|-3.1329|1.944|1.813
|SU4132|England|13|2009|2023|WCBS|51.0859|-1.4160|9.087|0.348
|ST8796|England|17|2007|2023|WCBS|51.6626|-2.1893|10.166|2.366
|SK1978|England|12|2009|2023|WCBS|53.2986|-1.7164|0.556|-0.588
|SK3248|England|14|2009|2023|WCBS|53.0283|-1.5243|5.434|2.129
|ST5406|England|11|2009|2022|WCBS|50.8517|-2.6548|6.345|4.778
|ST6511|England|13|2009|2023|WCBS|50.8974|-2.4991|6.759|5.583
|ST8518|England|12|2006|2022|WCBS|50.9612|-2.2150|6.598|5.714
|SU0210|England|12|2009|2023|WCBS|50.8895|-1.9729|10.364|2.188
|SY7388|England|14|2009|2023|WCBS|50.6910|-2.3836|10.217|2.613
|TG3033|England|10|2007|2023|WCBS|52.8454|1.4140|0.906|1.899
|TG4717|England|17|2007|2023|WCBS|52.6943|1.6539|2.027|-2.908
|SU6420|England|14|2009|2023|WCBS|50.9759|-1.0898|7.328|5.290
|SU6630|England|13|2007|2023|WCBS|51.0655|-1.0595|6.743|1.887
|TL3618|England|15|2009|2023|WCBS|51.8440|-0.0272|6.240|3.168
|TL2684|England|14|2009|2023|WCBS|52.4395|-0.1478|8.904|2.358
|TF7238|England|15|2007|2023|WCBS|52.9119|0.5564|7.313|-0.374
|TF8313|England|7|2009|2023|WCBS|52.6838|0.7059|8.991|0.312
|TF9124|England|13|2009|2022|WCBS|52.7798|0.8305|1.730|0.434
|SO3676|England|11|2007|2023|WCBS|52.3783|-2.9416|6.780|5.163
|ST1340|England|16|2007|2023|WCBS|51.1526|-3.2453|0.197|1.813
|SU9620|England|15|2009|2023|WCBS|50.9714|-0.6341|7.243|0.174
|ST7555|England|15|2007|2023|WCBS|51.2936|-2.3599|5.357|4.417
|ST7944|England|2|2009|2023|WCBS|51.1948|-2.3019|-0.069|-1.716
|ST7954|England|17|2007|2023|WCBS|51.2847|-2.3025|4.129|1.352
|SK0708|England|14|2009|2023|WCBS|52.6697|-1.8979|7.723|0.607
|TM5075|England|15|2009|2023|WCBS|52.3161|1.6666|1.036|4.699
|NO1957|Scotland|14|2009|2023|WCBS|56.6977|-3.3243|-0.991|2.362
|NT3549|Scotland|15|2009|2023|WCBS|55.7300|-3.0366|0.356|1.760
|TQ4726|England|15|2009|2023|WCBS|51.0146|0.0942|-1.505|-3.024
|SP3552|England|3|2009|2022|WCBS|52.1652|-1.4897|8.991|0.487
|ST9790|England|7|2009|2023|WCBS|51.6088|-2.0447|5.841|2.483
|SD9767|England|4|2009|2023|WCBS|54.0989|-2.0474|3.679|4.575
|SE0430|England|15|2009|2023|WCBS|53.7663|-1.9408|-0.632|1.834
|SE3593|England|11|2009|2023|WCBS|54.3314|-1.4633|6.947|0.059
|TR1847|England|10|2009|2023|WCBS|51.1806|1.1177|10.594|1.623
|SK2517|England|12|2009|2023|WCBS|52.7500|-1.6311|3.642|1.894
|SN0514|Wales|14|2007|2022|WCBS|51.7906|-4.8289|0.544|-1.302
|TQ6248|England|2|2007|2022|WCBS|51.2082|0.3178|7.189|0.379
|SU8890|England|2|2006|2023|WCBS|51.6020|-0.7308|6.681|0.857
|D2204|Northern Ireland|10|2011|2023|WCBS|54.8688|-6.1005|4.680|5.316
|SD3511|England|7|2010|2023|WCBS|53.5915|-2.9835|7.296|0.214
|SD4391|England|14|2010|2023|WCBS|54.3114|-2.8776|1.077|2.318
|SP7474|England|13|2010|2023|WCBS|52.3591|-0.9148|7.842|0.874
|SP7870|England|7|2010|2022|WCBS|52.3226|-0.8570|6.132|1.881
|SO7322|England|14|2010|2023|WCBS|51.8959|-2.3938|9.757|1.726
|SO9524|England|14|2010|2023|WCBS|51.9145|-2.0741|1.914|5.006
|SY8780|England|14|2010|2023|WCBS|50.6196|-2.1851|4.935|2.704
|TQ3045|England|13|2010|2023|WCBS|51.1894|-0.1411|5.028|0.805
|TQ5204|England|11|2010|2022|WCBS|50.8156|0.1563|9.058|0.857
|NY0287|Scotland|12|2012|2023|WCBS|55.1676|-3.5400|-2.428|4.852
|ST7202|England|12|2011|2023|WCBS|50.8169|-2.3988|3.839|0.352
|SH4659|Wales|12|2012|2023|WCBS|53.1059|-4.3019|5.369|1.858
|TQ5301|England|13|2011|2023|WCBS|50.7884|0.1692|10.531|1.531
|NT1930|Scotland|7|2011|2022|WCBS|55.5569|-3.2857|-2.215|0.081
|SO6212|England|11|2012|2023|WCBS|51.8053|-2.5525|-1.911|-0.896
|SD5058|England|7|2012|2023|WCBS|54.0156|-2.7645|2.752|1.480
|SO9514|England|12|2012|2023|WCBS|51.8246|-2.0740|5.087|4.264
|TF7611|England|3|2012|2022|WCBS|52.6681|0.6014|8.792|0.328
|NS5651|Scotland|12|2011|2022|WCBS|55.7309|-4.2947|-0.488|3.795
|TF6841|England|7|2011|2023|WCBS|52.9401|0.4986|8.705|0.241
|SU8583|England|12|2012|2023|WCBS|51.5395|-0.7758|6.290|1.758
|SU0101|England|10|2012|2022|WCBS|50.8086|-1.9872|6.912|0.625
|SJ4162|England|6|2012|2022|WCBS|53.1519|-2.8837|2.412|-2.556
|SU0308|England|12|2011|2023|WCBS|50.8715|-1.9587|10.426|1.408
|TL1724|England|2|2012|2023|WCBS|51.9023|-0.3008|5.746|3.374
|NJ9961|Scotland|8|2009|2022|WCBS|57.6389|-2.0184|8.881|0.325
|NK0457|Scotland|9|2009|2022|WCBS|57.6030|-1.9347|-0.628|-1.255
|SP9026|England|15|2009|2023|WCBS|51.9253|-0.6926|2.124|3.082
|NY1847|England|11|2009|2023|WCBS|54.8111|-3.2774|5.200|5.518
|ST6070|England|13|2007|2023|WCBS|51.4276|-2.5767|1.195|5.406
|TL2486|England|11|2009|2023|WCBS|52.4579|-0.1765|7.782|0.918
|SY9594|England|15|2009|2023|WCBS|50.7456|-2.0722|7.061|5.502
|SZ0497|England|13|2009|2023|WCBS|50.7726|-1.9446|6.449|3.229
|TL4903|England|10|2009|2023|WCBS|51.7060|0.1550|2.865|3.138
|SU5127|England|15|2007|2023|WCBS|51.0401|-1.2740|7.108|4.851
|SU6207|England|14|2009|2023|WCBS|50.8592|-1.1205|8.978|0.453
|TL8339|England|13|2009|2023|WCBS|52.0192|0.6656|3.945|0.891
|SD9904|England|13|2009|2023|WCBS|53.5327|-2.0166|1.560|1.433
|TQ5390|England|15|2009|2023|WCBS|51.5881|0.2071|1.443|5.144
|SD6608|England|9|2009|2023|WCBS|53.5675|-2.5148|3.499|4.036
|SX7779|England|15|2009|2023|WCBS|50.5977|-3.7393|-1.014|2.600
|SY4690|England|13|2009|2022|WCBS|50.7071|-2.7661|-2.738|5.643
|SY7385|England|13|2009|2023|WCBS|50.6640|-2.3834|6.045|5.474
|TG2215|England|16|2007|2023|WCBS|52.6872|1.2832|6.933|3.463
|TG4124|England|13|2007|2023|WCBS|52.7598|1.5704|7.215|-0.369
|TQ1492|England|13|2009|2023|WCBS|51.6153|-0.3549|7.314|3.869
|TQ5568|England|12|2009|2022|WCBS|51.3899|0.2263|7.709|0.595
|TQ1662|England|14|2009|2023|WCBS|51.3453|-0.3359|-1.780|-2.309
|ST4355|England|8|2007|2022|WCBS|51.2913|-2.8188|2.514|1.077
|TL6381|England|14|2009|2023|WCBS|52.4027|0.3946|7.285|-0.201
|TL7866|England|11|2009|2022|WCBS|52.2634|0.6069|7.324|-0.397
|TM3450|England|15|2009|2023|WCBS|52.0988|1.4151|-2.724|1.077
|TM3762|England|7|2009|2023|WCBS|52.2052|1.4672|1.289|-1.914
|TM2087|England|10|2007|2023|WCBS|52.4367|1.2351|10.546|2.091
|SP7754|England|13|2009|2023|WCBS|52.1789|-0.8753|9.983|1.018
|SP3523|England|12|2009|2022|WCBS|51.9044|-1.4927|7.619|0.649
|SU6289|England|13|2009|2023|WCBS|51.5964|-1.1063|3.543|-0.125
|SM8010|Wales|13|2009|2023|WCBS|51.7454|-5.1883|0.410|-2.133
|SM9234|Wales|14|2009|2023|WCBS|51.9655|-5.0292|5.732|5.666
|SO2054|Wales|16|2007|2022|WCBS|52.1784|-3.1714|-0.890|0.801
|SU0030|England|5|2009|2023|WCBS|51.0693|-2.0014|-0.950|-1.578
|SK3828|England|13|2009|2023|WCBS|52.8482|-1.4372|7.963|0.350
|TL0280|England|13|2009|2023|WCBS|52.4085|-0.5020|5.001|1.472
|NH8646|Scotland|6|2007|2023|WCBS|57.4898|-3.9034|-2.838|5.407
|SP1521|England|11|2007|2023|WCBS|51.8874|-1.7835|9.984|2.391
|TG0307|England|4|2007|2022|WCBS|52.6228|0.9976|5.890|2.533
|SP5310|England|2|2006|2023|WCBS|51.7862|-1.2330|9.301|0.748
|SU6473|England|2|2006|2023|WCBS|51.4524|-1.0803|1.816|-2.991
|J4577|Northern Ireland|8|2010|2023|WCBS|54.6204|-5.7560|0.378|-0.963
|TG1008|England|4|2007|2022|WCBS|52.6291|1.1015|9.615|2.084
|TM1683|England|4|2007|2023|WCBS|52.4024|1.1738|-1.391|-1.525
|NT0923|Scotland|8|2010|2023|WCBS|55.4923|-3.4418|-0.498|1.958
|SD9711|England|10|2010|2023|WCBS|53.5956|-2.0468|3.459|4.225
|SJ9520|England|14|2010|2023|WCBS|52.7776|-2.0756|9.612|2.154
|SK0799|England|11|2010|2023|WCBS|53.4877|-1.8960|-0.751|0.939
|SK4964|England|10|2010|2023|WCBS|53.1709|-1.2684|9.518|1.406
|SP7657|England|10|2010|2023|WCBS|52.2060|-0.8893|0.825|5.667
|ST8719|England|14|2010|2023|WCBS|50.9703|-2.1865|6.372|5.850
|SO5302|England|14|2010|2023|WCBS|51.7147|-2.6817|1.036|1.432
|SP4952|England|13|2010|2023|WCBS|52.1641|-1.2851|6.060|4.845
|TL2050|England|14|2010|2023|WCBS|52.1353|-0.2481|6.256|2.166
|SY4694|England|12|2012|2023|WCBS|50.7431|-2.7667|5.110|1.499
|TQ1330|England|10|2012|2023|WCBS|51.0582|-0.3890|2.159|-2.306
|SD7715|England|12|2011|2022|WCBS|53.6310|-2.3493|4.506|4.941
|TG3502|England|13|2011|2023|WCBS|52.5650|1.4660|7.260|-0.416
|SH7150|Wales|7|2012|2023|WCBS|53.0317|-3.9251|-2.388|0.182
|SH5263|Wales|10|2012|2023|WCBS|53.1435|-4.2142|4.962|0.890
|NT4164|Scotland|12|2012|2023|WCBS|55.8655|-2.9443|7.858|1.598
|SU0605|England|9|2012|2023|WCBS|50.8445|-1.9161|2.193|-1.541
|ST5301|England|11|2012|2023|WCBS|50.8066|-2.6684|6.904|5.256
|TQ6313|England|8|2011|2023|WCBS|50.8935|0.3163|2.899|1.508
|SE7063|England|12|2012|2023|WCBS|54.0582|-0.9321|10.271|1.841
|SP9335|England|8|2012|2023|WCBS|52.0057|-0.6466|0.601|2.694
|SU2770|England|7|2012|2022|WCBS|51.4284|-1.6130|10.058|1.171
|NN0785|Scotland|10|2009|2023|WCBS|56.9160|-5.1721|-0.723|1.910
|NY3351|England|15|2009|2023|WCBS|54.8493|-3.0450|5.250|5.568
|NY4736|England|8|2009|2023|WCBS|54.7162|-2.8242|4.596|5.318
|NY8113|England|10|2009|2023|WCBS|54.5119|-2.2950|4.639|5.209
|SP8816|England|8|2007|2023|WCBS|51.8357|-0.7242|6.599|3.857
|SJ3773|England|11|2009|2022|WCBS|53.2503|-2.9457|6.014|5.290
|SJ9268|England|13|2009|2022|WCBS|53.2090|-2.1212|0.865|5.480
|SH8064|Wales|5|2009|2023|WCBS|53.1596|-3.7962|4.855|4.514
|SU4628|England|13|2009|2023|WCBS|51.0495|-1.3451|2.148|4.425
|SU4837|England|14|2009|2023|WCBS|51.1303|-1.3154|9.180|0.845
|NO4228|Scotland|13|2009|2023|WCBS|56.4406|-2.9423|-2.724|5.459
|SK3150|England|13|2009|2023|WCBS|53.0464|-1.5390|6.412|5.725
|SY0994|England|6|2009|2022|WCBS|50.7385|-3.2910|8.823|1.709
|ST3701|England|9|2009|2023|WCBS|50.8051|-2.8954|2.072|-1.853
|SY5089|England|11|2009|2023|WCBS|50.6985|-2.7093|7.769|1.364
|TG1139|England|17|2007|2023|WCBS|52.9070|1.1362|0.224|-1.900
|SU6633|England|12|2009|2022|WCBS|51.0925|-1.0589|-1.003|-0.799
|TQ9840|England|15|2009|2023|WCBS|51.1251|0.8281|10.614|1.702
|TQ2688|England|13|2009|2023|WCBS|51.5768|-0.1831|0.920|0.470
|TQ2782|England|12|2009|2023|WCBS|51.5226|-0.1708|0.420|6.109
|NT2764|Scotland|6|2009|2023|WCBS|55.8636|-3.1679|4.512|5.318
|SU8204|England|12|2009|2023|WCBS|50.8297|-0.8370|1.986|-1.464
|ST7650|England|3|2007|2022|WCBS|51.2487|-2.3452|5.801|1.461
|TL8271|England|9|2009|2023|WCBS|52.3069|0.6681|5.542|2.238
|SP5160|England|15|2009|2023|WCBS|52.2358|-1.2546|2.663|2.114
|SM9737|Wales|8|2009|2022|WCBS|51.9942|-4.9583|0.165|-1.811
|TQ1520|England|6|2008|2022|WCBS|50.9679|-0.3636|5.652|4.180
|TQ1819|England|15|2007|2023|WCBS|50.9584|-0.3212|6.285|4.283
|TQ6608|England|11|2009|2023|WCBS|50.8477|0.3567|6.251|4.375
|SP1267|England|13|2009|2023|WCBS|52.3010|-1.8254|3.245|0.402
|ST5274|England|12|2007|2023|WCBS|51.4629|-2.6923|6.115|3.427
|SJ4448|England|11|2013|2023|WCBS|53.0263|-2.8364|6.278|5.380
|TM1091|England|5|2007|2023|WCBS|52.4765|1.0908|10.065|1.012
|SJ7891|England|14|2010|2023|WCBS|53.4153|-2.3325|0.886|5.884
|ST6695|England|14|2010|2023|WCBS|51.6528|-2.4929|2.947|0.643
|ST7637|England|12|2010|2023|WCBS|51.1318|-2.3444|6.492|1.946
|SO8933|England|14|2010|2023|WCBS|51.9953|-2.1616|6.238|3.023
|SX4068|England|8|2010|2023|WCBS|50.4899|-4.2569|1.316|-0.369
|TF9434|England|11|2010|2022|WCBS|52.8685|0.8808|7.373|-0.296
|TQ5317|England|14|2010|2023|WCBS|50.9322|0.1759|3.290|2.076
|TQ2759|England|14|2010|2023|WCBS|51.3159|-0.1791|1.938|2.095
|ST9709|England|12|2012|2023|WCBS|50.8805|-2.0440|-0.549|-3.595
|NT2856|Scotland|12|2012|2023|WCBS|55.7919|-3.1498|4.820|5.215
|SO9714|England|12|2012|2023|WCBS|51.8246|-2.0449|2.006|2.406
|SD6168|England|12|2011|2023|WCBS|54.1064|-2.5980|4.592|1.222
|SU5921|England|8|2012|2023|WCBS|50.9854|-1.1608|-0.960|4.010
|ST3104|England|11|2012|2023|WCBS|50.8314|-2.9811|4.773|2.778
|SZ0196|England|10|2012|2023|WCBS|50.7636|-1.9872|0.556|4.074
|SU4771|England|8|2012|2023|WCBS|51.4361|-1.3252|7.406|4.720
|SU0301|England|10|2012|2023|WCBS|50.8085|-1.9588|-1.142|-0.739
|NJ9736|Scotland|14|2009|2023|WCBS|57.4144|-2.0516|3.247|3.978
|ST6266|England|17|2007|2023|WCBS|51.3918|-2.5475|-1.103|-1.011
|SD2883|England|11|2009|2023|WCBS|54.2376|-3.1062|3.036|0.556
|SD4896|England|9|2009|2023|WCBS|54.3569|-2.8016|1.196|0.639
|SE0602|England|5|2009|2023|WCBS|53.5146|-1.9110|0.211|1.590
|SU3476|England|13|2009|2023|WCBS|51.4819|-1.5118|-1.830|-0.932
|SP8314|England|4|2009|2023|WCBS|51.8185|-0.7973|0.892|5.799
|SU9596|England|12|2009|2023|WCBS|51.6548|-0.6281|2.309|1.426
|SJ7488|England|14|2009|2023|WCBS|53.3882|-2.3924|4.043|1.904
|NZ2024|England|14|2009|2022|WCBS|54.6108|-1.6919|10.262|1.837
|NT6565|Scotland|4|2009|2023|WCBS|55.8769|-2.5610|-0.618|2.435
|SU2200|England|13|2009|2022|WCBS|50.7991|-1.6892|-1.373|0.189
|SU3939|England|17|2007|2023|WCBS|51.1489|-1.4438|10.035|1.625
|SP1039|England|15|2009|2023|WCBS|52.0493|-1.8556|0.744|5.265
|ST7316|England|15|2009|2023|WCBS|50.9428|-2.3857|5.710|2.054
|ST7705|England|14|2009|2023|WCBS|50.8441|-2.3280|6.770|5.027
|ST9707|England|12|2009|2022|WCBS|50.8625|-2.0440|10.206|2.571
|ST9910|England|15|2009|2023|WCBS|50.8895|-2.0156|10.385|2.413
|SU0600|England|10|2009|2022|WCBS|50.7995|-1.9162|0.356|4.019
|TL3207|England|7|2009|2023|WCBS|51.7462|-0.0894|0.852|2.410
|TL3212|England|15|2009|2023|WCBS|51.7911|-0.0875|4.940|1.372
|TR1651|England|15|2009|2023|WCBS|51.2173|1.0916|-0.347|-2.925
|TR2839|England|7|2009|2022|WCBS|51.1049|1.2555|1.615|4.493
|TF6926|England|17|2007|2023|WCBS|52.8051|0.5057|5.909|3.606
|ST1914|England|12|2007|2023|WCBS|50.9198|-3.1537|4.758|1.474
|ST3547|England|8|2009|2023|WCBS|51.2185|-2.9321|1.740|3.043
|SU9402|England|16|2008|2023|WCBS|50.8099|-0.6672|4.398|1.070
|ST4872|England|6|2009|2023|WCBS|51.4446|-2.7496|2.219|4.495
|ST4944|England|6|2009|2023|WCBS|51.1929|-2.7312|5.749|4.982
|ST6945|England|3|2007|2022|WCBS|51.2034|-2.4451|-0.367|-1.928
|ST7542|England|3|2007|2022|WCBS|51.1767|-2.3590|3.360|2.243
|ST7653|England|14|2007|2022|WCBS|51.2756|-2.3454|7.275|5.482
|SK0500|England|14|2009|2023|WCBS|52.5978|-1.9276|0.759|3.750
|TL7262|England|13|2009|2023|WCBS|52.2293|0.5170|7.244|-0.338
|TL7781|England|14|2009|2023|WCBS|52.3984|0.6002|5.041|3.120
|SP2798|England|15|2009|2023|WCBS|52.5791|-1.6030|1.717|5.207
|J4864|Northern Ireland|9|2010|2022|WCBS|54.5028|-5.7161|0.671|3.238
|SD9613|England|7|2010|2022|WCBS|53.6135|-2.0619|-0.455|2.152
|SK2936|England|10|2010|2023|WCBS|52.9206|-1.5701|6.474|3.765
|TL6142|England|14|2010|2023|WCBS|52.0530|0.3467|9.674|1.779
|TL7910|England|12|2012|2023|WCBS|51.7601|0.5923|7.341|-0.290
|TQ5425|England|12|2012|2023|WCBS|51.0038|0.1935|0.738|1.478
|TQ7214|England|3|2011|2022|WCBS|50.8999|0.4447|0.245|-4.150
|NT0035|Scotland|10|2011|2023|WCBS|55.5983|-3.5886|4.665|5.203
|H5347|Northern Ireland|6|2011|2023|WCBS|54.3689|-7.1853|-0.586|-0.090
|NR7150|Scotland|13|2011|2023|WCBS|55.6893|-5.6449|0.860|2.756
|TF9313|England|12|2011|2023|WCBS|52.6803|0.8536|2.140|1.970
|ST9235|England|8|2012|2023|WCBS|51.1142|-2.1157|9.141|0.683
|C9742|Northern Ireland|11|2013|2023|WCBS|55.2155|-6.4768|4.774|5.392
|ND0665|Scotland|7|2012|2023|WCBS|58.5628|-3.6175|1.819|2.045
|NS8996|Scotland|11|2013|2023|WCBS|56.1437|-3.7880|4.770|5.283
|NT2466|Scotland|10|2013|2023|WCBS|55.8811|-3.2164|2.964|3.925
|NX3656|Scotland|2|2009|2023|WCBS|54.8718|-4.5574|3.854|4.594
|NY7906|England|9|2013|2023|WCBS|54.4490|-2.3254|-0.333|2.277
|NZ2159|England|10|2013|2023|WCBS|54.9253|-1.6739|1.030|4.913
|SD9842|England|9|2013|2023|WCBS|53.8742|-2.0319|-0.279|2.176
|SH7205|Wales|11|2013|2023|WCBS|52.6276|-3.8925|-2.544|0.359
|SJ2077|Wales|6|2013|2023|WCBS|53.2839|-3.2014|0.763|5.426
|SJ6921|England|8|2013|2022|WCBS|52.7857|-2.4611|7.242|-0.427
|SN6831|Wales|11|2013|2023|WCBS|51.9618|-3.9226|-0.061|4.408
|SO6575|England|10|2013|2023|WCBS|52.3719|-2.5155|1.657|0.724
|SO7125|England|9|2013|2023|WCBS|51.9228|-2.4231|7.265|4.665
|SO8224|England|9|2013|2023|WCBS|51.9142|-2.2631|6.165|3.520
|SO8819|England|11|2013|2023|WCBS|51.8694|-2.1757|0.172|-1.529
|SP0815|England|11|2013|2023|WCBS|51.8336|-1.8853|8.908|0.397
|SP1331|England|8|2013|2023|WCBS|51.9773|-1.8121|0.786|-3.445
|SP5415|England|11|2013|2023|WCBS|51.8310|-1.2178|6.908|5.038
|SP6254|England|8|2013|2023|WCBS|52.1808|-1.0947|6.869|4.875
|SP8778|England|11|2013|2023|WCBS|52.3931|-0.7229|2.029|4.395
|ST3514|England|10|2013|2023|WCBS|50.9218|-2.9261|-1.827|-2.517
|ST4894|Wales|8|2013|2023|WCBS|51.6424|-2.7529|4.110|2.425
|ST6310|England|8|2013|2023|WCBS|50.8883|-2.5274|4.758|2.675
|ST6617|England|6|2013|2023|WCBS|50.9514|-2.4854|0.711|-0.103
|ST7933|England|7|2013|2023|WCBS|51.0959|-2.3013|9.601|1.351
|ST8312|England|11|2013|2023|WCBS|50.9072|-2.2432|4.500|2.124
|SU0737|England|8|2013|2023|WCBS|51.1322|-1.9013|4.305|1.965
|SU2206|England|10|2013|2023|WCBS|50.8531|-1.6888|-1.129|-2.294
|SU2370|England|4|2013|2022|WCBS|51.4285|-1.6706|3.375|2.143
|SU6086|England|9|2013|2023|WCBS|51.5697|-1.1357|0.053|4.596
|SU7249|England|11|2013|2023|WCBS|51.2356|-0.9701|9.289|1.692
|SY9796|England|6|2013|2023|WCBS|50.7636|-2.0439|5.647|1.213
|TA0749|England|10|2013|2023|WCBS|53.9261|-0.3720|9.003|0.512
|TF7041|England|7|2013|2023|WCBS|52.9395|0.5283|9.663|2.210
|TG3201|England|11|2013|2023|WCBS|52.5573|1.4211|10.402|1.731
|TL1719|England|8|2013|2023|WCBS|51.8573|-0.3025|7.813|1.165
|TL1844|England|7|2013|2023|WCBS|52.0818|-0.2794|4.256|3.162
|TL3911|England|9|2013|2023|WCBS|51.7804|0.0135|-2.777|5.277
|TL5373|England|10|2013|2023|WCBS|52.3338|0.2441|7.746|0.662
|TM0683|England|10|2013|2023|WCBS|52.4062|1.0270|7.800|0.914
|TM2481|England|11|2013|2023|WCBS|52.3812|1.2899|0.945|-2.917
|TQ3319|England|9|2013|2022|WCBS|50.9551|-0.1078|0.190|6.079
|TQ4905|England|9|2013|2023|WCBS|50.8254|0.1142|9.202|0.928
|SU9816|England|7|2014|2023|WCBS|50.9351|-0.6067|4.283|1.774
|SO7416|England|9|2014|2023|WCBS|51.8420|-2.3788|6.823|4.590
|NY4303|England|7|2014|2023|WCBS|54.4192|-2.8799|-0.397|2.350
|SO9109|England|10|2014|2023|WCBS|51.7796|-2.1319|5.831|4.057
|SK4215|England|9|2014|2022|WCBS|52.7310|-1.3795|-0.585|3.962
|SY5589|England|10|2014|2023|WCBS|50.6989|-2.6385|7.160|5.226
