name|grid|country|nyrs|first|last|type|lat|lon|x|y|p_ukbms
Carr Vale NR|SK461702|England|10|2014|2023|UKBMS|53.2269|-1.3109|-1.394|-1.394|0.9677
Forbes Hole LNR, Long Eaton|SK495324|England|10|2014|2023|UKBMS|52.8868|-1.2658|0.893|5.812|0.4656
Hardwick Hall Gardens|SK462636|England|10|2014|2023|UKBMS|53.1675|-1.3104|1.846|4.880|0.7516
Northwood Carr|SK270648|England|10|2014|2023|UKBMS|53.1796|-1.5975|0.168|-3.985|0.6072
Seale Wood|SK301142|England|10|2014|2023|UKBMS|52.7246|-1.5558|6.729|3.037|0.6118
Pick Triangle Wood|SK308177|England|10|2014|2023|UKBMS|52.7560|-1.5451|0.265|-3.983|0.9046
Sence Valley Country Park|SK400112|England|10|2014|2023|UKBMS|52.6970|-1.4096|3.269|-1.197|0.9116
Hicks Lodge, Leicestershire|SK329156|England|10|2014|2023|UKBMS|52.7370|-1.5142|2.219|4.580|0.7569
Hardwick Hall|SK461633|England|8|2014|2023|UKBMS|53.1648|-1.3119|5.610|4.503|0.6062
Hardwick Park|SK453640|England|10|2014|2023|UKBMS|53.1712|-1.3238|0.761|-3.205|0.6342
Hoe Grange Quarry, Longcliffe|SK222561|England|9|2015|2023|UKBMS|53.1016|-1.6699|2.522|1.548|0.8915
Deep Dale NR, Sheldon|SK168701|England|9|2015|2023|UKBMS|53.2277|-1.7498|2.959|2.535|0.9795
National Stone Centre, Wirksworth|SK285554|England|9|2015|2023|UKBMS|53.0951|-1.5759|-0.497|-1.945|0.9497
Rose End Meadows NR|SK291566|England|9|2015|2023|UKBMS|53.1058|-1.5668|2.761|0.313|0.8524
Cromford Canal - North|SK305566|England|9|2015|2023|UKBMS|53.1057|-1.5459|2.779|-1.708|0.9433
Cromford Canal - Centre|SK324556|England|9|2015|2023|UKBMS|53.0966|-1.5176|2.236|-2.544|0.9527
Cromford Canal - South|SK339535|England|9|2015|2023|UKBMS|53.0777|-1.4954|4.434|0.394|0.7781
Swadlincote Woodlands|SK307195|England|9|2015|2023|UKBMS|52.7722|-1.5464|-0.704|-2.155|0.9422
Grin Low Wood, Buxton|SK052721|England|9|2015|2023|UKBMS|53.2459|-1.9235|0.726|-3.274|0.3931
Allestree Park Woodlands (North)|SK342408|England|9|2015|2023|UKBMS|52.9635|-1.4923|2.285|-2.727|0.9193
Netherfield Lagoons|SK635400|England|9|2015|2023|UKBMS|52.9536|-1.0563|0.788|-1.635|0.9621
Wollaton Hall Park|SK527393|England|9|2015|2023|UKBMS|52.9485|-1.2171|2.168|-0.635|0.9491
Cowpen Bewley 2 (Woodland Park)|NZ481253|England|26|1996|2023|UKBMS|54.6206|-1.2566|1.082|-3.463|0.6438
Sherburn Hill|NZ331417|England|7|1990|2022|UKBMS|54.7691|-1.4870|0.962|1.113|0.6885
Thrislington Plantation|NZ315327|England|24|1999|2023|UKBMS|54.6884|-1.5129|2.136|2.069|0.7751
The Whinnies|NZ352137|England|22|2001|2022|UKBMS|54.5174|-1.4578|2.165|-1.577|0.9330
Raisby Hill Grassland|NZ335354|England|21|2001|2023|UKBMS|54.7125|-1.4815|0.172|-1.735|0.7903
Tees Railway Walk|NZ001197|England|21|2003|2023|UKBMS|54.5725|-2.0000|4.963|5.017|0.2593
Stillington Forest Park|NZ375239|England|22|2002|2023|UKBMS|54.6089|-1.4209|1.352|1.317|0.9128
Tanfield Lea|NZ194543|England|19|2003|2022|UKBMS|54.8831|-1.6991|0.177|1.667|0.7473
Castle Eden Dene NNR - West end|NZ411389|England|20|2004|2023|UKBMS|54.7434|-1.3631|-1.915|-0.928|0.8677
Burn Hill|NZ067444|England|18|2004|2022|UKBMS|54.7944|-1.8973|3.748|4.584|0.6694
Newton Hall Junction|NZ283448|England|17|2005|2023|UKBMS|54.7973|-1.5613|1.410|-0.470|0.7983
Havannah LNR|NZ220718|England|18|2006|2023|UKBMS|55.0402|-1.6573|2.703|3.499|0.7967
Stargate Ponds and Bewes Hills|NZ164632|England|17|2006|2023|UKBMS|54.9632|-1.7454|-2.070|4.730|0.8982
Brass Castle - Waldridge North|NZ257496|England|16|2006|2023|UKBMS|54.8406|-1.6014|0.262|-1.704|0.8130
West Park Nature Reserve|NZ268166|England|16|2007|2022|UKBMS|54.5440|-1.5873|0.378|-1.254|0.6860
Cocklawburn Dunes|NU032480|England|16|2008|2023|UKBMS|55.7254|-1.9506|5.837|3.787|0.5760
Greenabella Marsh|NZ519266|England|5|2010|2023|UKBMS|54.6319|-1.1975|-0.163|1.388|0.9717
Wynyard Woodland Park - Pickard's Meadow|NZ400273|England|13|2010|2022|UKBMS|54.6392|-1.3818|-0.347|-2.248|0.9151
Sherburn Railway|NZ323417|England|11|2011|2022|UKBMS|54.7692|-1.4995|4.008|0.665|0.3867
Lane Head Quarry|NY987403|England|10|2013|2023|UKBMS|54.7576|-2.0217|-1.046|-1.345|0.7918
Bearpark Woods|NZ242433|England|9|2015|2023|UKBMS|54.7840|-1.6252|-2.592|1.193|0.8354
Black Plantation|NZ137449|England|9|2014|2023|UKBMS|54.7988|-1.7884|0.736|-3.078|0.9226
Gosforth Park Nature Reserve|NZ259700|England|10|2014|2023|UKBMS|55.0239|-1.5964|0.370|-3.434|0.8975
Murton Fields|NZ329707|England|8|2015|2022|UKBMS|55.0297|-1.4869|6.309|3.306|0.0540
Horsleyhope Burn|NZ060467|England|9|2015|2023|UKBMS|54.8151|-1.9082|-1.211|-0.506|0.3443
Hunting Hall Farm|NU028410|England|8|2016|2023|UKBMS|55.6625|-1.9571|1.749|1.519|0.8214
Hardwick Park|NZ341290|England|6|2017|2023|UKBMS|54.6549|-1.4730|4.289|4.349|0.6516
Doxford Farm Walk A|NU186232|England|6|2018|2023|UKBMS|55.5022|-1.7071|7.016|0.298|0.3416
Doxford Farm Walk B|NU190236|England|6|2018|2023|UKBMS|55.5058|-1.7007|10.014|2.096|0.5824
Tughall Mill|NU223275|England|3|2018|2022|UKBMS|55.5407|-1.6482|5.560|3.374|0.4132
East Park - Hardwick Park|NZ350295|England|5|2018|2023|UKBMS|54.6594|-1.4590|-0.057|3.601|0.7681
Phoenix Site, Billingham|NZ463218|England|4|2020|2023|UKBMS|54.5893|-1.2850|-0.446|-2.202|0.9406
Marsden Old Hall Quarry LNR|NZ396645|England|4|2020|2023|UKBMS|54.9735|-1.3829|3.189|2.813|0.8962
Embleton Quarry|NU231228|England|3|2021|2023|UKBMS|55.4984|-1.6359|0.164|2.670|0.6916
Castle Eden Dene NNR - Bellister Park|NZ427393|England|3|2021|2023|UKBMS|54.7469|-1.3382|0.505|4.696|0.8064
Weetslade Country Park 2|NZ253726|England|3|2021|2023|UKBMS|55.0473|-1.6056|3.608|3.379|0.8359
Cassop NNR|NZ325385|England|2|2021|2022|UKBMS|54.7404|-1.4967|2.981|3.498|0.7829
Denemouth NNR|NZ454405|England|2|2021|2022|UKBMS|54.7574|-1.2961|1.249|1.482|0.8855
Denemouth South Bank|NZ456406|England|2|2021|2022|UKBMS|54.7583|-1.2929|1.539|1.571|0.8199
Cwm Clydach|SN677036|Wales|10|2002|2023|UKBMS|51.7155|-3.9165|-0.985|-1.218|0.9197
Trawscoed|SH846326|Wales|23|2001|2023|UKBMS|52.8784|-3.7162|1.435|3.397|0.7597
Rushmoor garden to Landshipping Quay|SN018111|Wales|23|2001|2023|UKBMS|51.7634|-4.8736|3.957|2.388|0.4970
Somerton|SM931005|Wales|21|2002|2023|UKBMS|51.6651|-4.9932|5.602|4.518|0.1956
Morfa Dyffryn (Benar dunes)|SH574224|Wales|20|2004|2023|UKBMS|52.7803|-4.1156|3.245|4.069|0.9252
Rhydymwym Valley Nature Reserve|SJ208660|Wales|17|2005|2023|UKBMS|53.1852|-3.1867|0.917|-0.245|0.8922
Stackpole Warren, Stackpole NNR|SR982945|Wales|17|2007|2023|UKBMS|51.6131|-4.9161|0.167|1.277|0.9411
Cors Fochno|SN630910|Wales|21|2001|2023|UKBMS|52.4996|-4.0196|-1.121|2.884|0.8783
Marford Quarry|SJ357560|Wales|12|2012|2023|UKBMS|53.0973|-2.9617|1.373|2.998|0.8266
Mynydd Marian|SH891774|Wales|17|2005|2023|UKBMS|53.2819|-3.6648|1.702|1.617|0.8674
Brechfa Forest|SN503303|Wales|11|2013|2023|UKBMS|51.9510|-4.1797|-1.713|0.838|0.6856
Llanymynech SSSI|SJ267218|Wales|10|2013|2022|UKBMS|52.7888|-3.0884|2.993|0.230|0.5635
Silent Valley|SO188064|Wales|10|2014|2023|UKBMS|51.7504|-3.1777|-0.243|-0.534|0.8788
Roundton Hill|SO293949|Wales|9|2015|2023|UKBMS|52.5473|-3.0440|6.118|3.929|0.8433
Welshmoor|SS520927|Wales|9|2014|2023|UKBMS|51.6136|-4.1389|-0.667|1.806|0.9611
Lake Vyrnwy Quarry Transect|SJ020208|Wales|3|2015|2023|UKBMS|52.7759|-3.4542|0.058|-0.999|0.9599
Aberduna Nature Reserve|SJ199613|Wales|8|2015|2023|UKBMS|53.1428|-3.1990|-0.458|-1.968|0.6266
Shirenewton|ST485943|Wales|5|2015|2022|UKBMS|51.6451|-2.7457|2.217|3.409|0.6936
Magor Marsh Nature Reserve|ST425866|Wales|8|2015|2023|UKBMS|51.5753|-2.8311|0.567|-2.125|0.9726
Great Traston Meadows|ST343846|Wales|9|2015|2023|UKBMS|51.5564|-2.9491|2.592|-0.540|0.9577
Gwenffrwd Dinas|SN752458|Wales|4|2015|2022|UKBMS|52.0964|-3.8233|1.835|2.018|0.6503
WWT Llanelli Millennium Wetlands|SS535983|Wales|8|2016|2023|UKBMS|51.6643|-4.1196|2.471|-0.833|0.9501
Blackrock Quarry|SO219128|Wales|8|2016|2023|UKBMS|51.8084|-3.1342|0.431|-0.173|0.9636
Central Valley|SO172081|Wales|8|2016|2023|UKBMS|51.7654|-3.2012|1.567|2.095|0.9776
Borras Quarry|SJ362527|Wales|3|2016|2023|UKBMS|53.0677|-2.9536|0.895|5.526|0.3405
Sychpant|SN044352|Wales|8|2016|2023|UKBMS|51.9807|-4.8496|-0.837|0.802|0.6610
Gogarth|SH760831|Wales|3|2016|2023|UKBMS|53.3302|-3.8634|2.016|4.378|0.8947
Rhiwledyn|SH813821|Wales|8|2016|2023|UKBMS|53.3225|-3.7835|0.756|3.694|0.7193
Bryn Pydew|SH818798|Wales|8|2016|2023|UKBMS|53.3019|-3.7752|-0.863|-0.909|0.7525
Loggerheads Country Park|SJ198627|Wales|6|2017|2023|UKBMS|53.1554|-3.2008|-1.053|-2.017|0.8667
Marloes Mere|SM772079|Wales|6|2017|2023|UKBMS|51.7254|-5.2274|5.335|3.923|0.8807
Minsmere|TM469672|England|33|1988|2023|UKBMS|52.2475|1.6155|1.590|-1.401|0.9181
Elveden Center Parcs|TL800806|England|25|1996|2023|UKBMS|52.3938|0.6440|3.982|0.121|0.9118
Upper Abbey Farm|TM456648|England|19|2004|2022|UKBMS|52.2266|1.5948|7.031|0.225|0.1375
Wolves Wood|TM053440|England|20|2004|2023|UKBMS|52.0563|0.9931|0.638|-2.049|0.8863
Newsons Farm|TL933549|England|19|2005|2023|UKBMS|52.1585|0.8245|1.454|3.895|0.5605
Alton Water|TM148357|England|18|2006|2023|UKBMS|51.9782|1.1262|9.812|1.971|0.2473
Ramsey & Hintlesham Wood|TM067432|England|18|2006|2023|UKBMS|52.0486|1.0130|-0.755|-1.882|0.9493
Manor Farm, Coddenham|TM131543|England|19|2005|2023|UKBMS|52.1459|1.1131|6.150|2.542|0.7664
Blaxhall Common Silver-studded Blue|TM379567|England|16|2008|2023|UKBMS|52.1573|1.4766|0.195|2.672|0.8599
Newsons Farm extension|TL931550|England|29|1995|2023|UKBMS|52.1595|0.8216|0.692|-3.563|0.8602
Dunwich Forest 1|TM460722|England|14|2010|2023|UKBMS|52.2928|1.6060|-0.185|-4.064|0.8312
Nowton Country Park|TL867616|England|12|2010|2023|UKBMS|52.2210|0.7318|1.069|-1.066|0.8982
Black Heath|TM427749|England|14|2010|2023|UKBMS|52.3185|1.5597|1.048|4.051|0.6250
Knettishall Heath 1|TL951804|England|8|2014|2023|UKBMS|52.3869|0.8655|-1.533|0.181|0.8024
Purdis Heath|TM212425|England|10|2013|2023|UKBMS|52.0368|1.2237|0.111|0.378|0.9638
Sizewell Belts|TM461635|England|10|2013|2022|UKBMS|52.2147|1.6011|0.711|2.012|0.7716
Lackford Lakes|TL800706|England|8|2016|2023|UKBMS|52.3040|0.6386|1.559|2.795|0.8438
Church Farm (SWT)|TM423743|England|7|2017|2023|UKBMS|52.3133|1.5534|4.697|1.844|0.8563
Reydon Wood (SWT)|TM475789|England|7|2017|2023|UKBMS|52.3522|1.6329|1.676|-3.110|0.8969
Lark Path, Bury St Edmunds|TL861636|England|7|2017|2023|UKBMS|52.2391|0.7241|3.194|-0.028|0.7864
Little Ouse headwaters|TM020787|England|6|2018|2023|UKBMS|52.3691|0.9657|1.804|-0.101|0.9043
Lakenheath Fen (RSPB)|TL718862|England|5|2018|2023|UKBMS|52.4467|0.5265|1.704|1.346|0.7403
Blaxhall Common (SSB)(SWT2)|TM381561|England|5|2019|2023|UKBMS|52.1518|1.4791|-2.338|0.803|0.8372
Darsham Marshes (SWT)|TM421687|England|4|2020|2023|UKBMS|52.2631|1.5464|3.865|0.595|0.7707
Hen Reed Beds|TM470771|England|2|2022|2023|UKBMS|52.3363|1.6242|2.636|1.361|0.7563
Countryside Restoration Land, Barton|TL415550|England|25|1999|2023|UKBMS|52.1751|0.0679|8.790|1.695|0.4928
Westfield Farm (Countryside Restoration Trust)|TL378549|England|22|2002|2023|UKBMS|52.1752|0.0138|9.625|1.782|0.1373
Devil's Dyke, near Newmarket|TL612620|England|20|2003|2023|UKBMS|52.2326|0.3591|4.516|3.894|0.8249
Abbotts Hall Farm|TL963146|England|22|2002|2023|UKBMS|51.7956|0.8453|1.808|-0.421|0.7519
Hatfield Forest|TL535195|England|16|2008|2023|UKBMS|51.8530|0.2273|2.060|-2.119|0.9142
Cambourne|TL318597|England|18|2005|2023|UKBMS|52.2198|-0.0721|0.089|4.719|0.8237
Hardwick Wood|TL353572|England|18|2005|2023|UKBMS|52.1964|-0.0219|0.376|-2.682|0.9537
Hadleigh Great Wood and Dodd's Grove SSSI|TQ820876|England|16|2005|2023|UKBMS|51.5579|0.6241|0.059|-3.375|0.9280
Fleam Dyke|TL541549|England|17|2007|2023|UKBMS|52.1708|0.2519|9.501|1.829|0.3567
Abbotts Hall Farm 2|TL958144|England|18|2006|2023|UKBMS|51.7940|0.8379|1.468|2.810|0.7980
Roman Road|TL527520|England|17|2007|2023|UKBMS|52.1452|0.2302|3.229|1.246|0.7214
Hatfield Forest 5320|TL535200|England|16|2008|2023|UKBMS|51.8575|0.2276|1.641|-2.639|0.8674
Hatfield Forest TR5420|TL545205|England|9|2008|2023|UKBMS|51.8617|0.2423|0.599|-2.386|0.8876
Great Warley|TQ574910|England|15|2009|2023|UKBMS|51.5959|0.2710|6.310|3.032|0.5653
Orwell Clunch Pit|TL363506|England|14|2008|2023|UKBMS|52.1369|-0.0099|4.001|3.603|0.8137
Fairmead|TQ404959|England|14|2009|2023|UKBMS|51.6444|0.0277|-0.842|-0.912|0.9424
Fernhills|TQ392973|England|15|2009|2023|UKBMS|51.6573|0.0110|2.273|-0.295|0.9495
Woodford Golf Course|TQ399938|England|14|2009|2023|UKBMS|51.6256|0.0197|2.200|-2.348|0.8576
Lee Valley Waterworks|TQ361867|England|16|2008|2023|UKBMS|51.5628|-0.0379|3.412|2.145|0.8546
Wicken Fen Plantation|TL560710|England|14|2010|2023|UKBMS|52.3149|0.2871|0.930|1.017|0.9318
Benfleet Downs|TQ783857|England|14|2010|2023|UKBMS|51.5420|0.5698|1.489|-0.158|0.9552
Hockley Woods|TQ837917|England|12|2011|2022|UKBMS|51.5942|0.6507|-0.650|-2.349|0.9706
Cornmill Tree Park|TL380015|England|18|2005|2023|UKBMS|51.6953|-0.0047|1.229|-1.472|0.9434
Gunpowder Park|TQ385994|England|20|2004|2023|UKBMS|51.6763|0.0017|0.185|3.516|0.7486
Langdon Hillcrest|TQ663875|England|12|2011|2023|UKBMS|51.5619|0.3978|-0.277|-2.304|0.8213
Langdon Lake & Meadows|TQ662878|England|12|2011|2023|UKBMS|51.5646|0.3965|5.610|1.456|0.7884
Willow Park|TQ688872|England|13|2011|2023|UKBMS|51.5584|0.4336|0.041|-3.508|0.7911
Hatfield Forest 5318|TL534187|England|13|2011|2023|UKBMS|51.8458|0.2255|2.273|-0.020|0.8405
Woodwalton Marsh|TL212813|England|12|2012|2023|UKBMS|52.4163|-0.2194|2.439|1.855|0.6174
Belfairs Park Woodland|TQ829876|England|10|2013|2023|UKBMS|51.5576|0.6370|2.145|-1.755|0.8859
Lee Valley - Walthamstow Marshes|TQ352875|England|11|2013|2023|UKBMS|51.5702|-0.0506|1.964|0.390|0.8550
Hinchingbrooke Country Park|TL218716|England|10|2013|2023|UKBMS|52.3290|-0.2141|1.569|0.256|0.8199
Belfairs Park Golf Course|TQ832872|England|9|2014|2023|UKBMS|51.5539|0.6411|3.704|2.014|0.5404
Canvey Wick SSSI|TQ766833|England|6|2015|2023|UKBMS|51.5210|0.5441|1.758|-1.026|0.8834
Church Lane LNR|TL495046|England|9|2015|2023|UKBMS|51.7202|0.1629|3.179|2.357|0.8676
Pheasanthouse Farm EssexWT|TL786069|England|9|2015|2023|UKBMS|51.7324|0.5849|7.560|4.931|0.5483
Bobbingworth NR|TL536064|England|9|2015|2023|UKBMS|51.7353|0.2230|1.522|-0.483|0.8819
RSPB Fen Drayton Lakes|TL342699|England|7|2015|2023|UKBMS|52.3108|-0.0329|3.774|2.757|0.9654
Stebbing Green and adjacent meadow|TL683233|England|9|2015|2023|UKBMS|51.8829|0.4439|5.141|2.870|0.7076
Chafford Gorges Nature Park Grays Gorge|TQ605789|England|7|2016|2023|UKBMS|51.4863|0.3102|2.519|2.770|0.9269
LBCP - Woodland and Lakes|TQ581826|England|7|2016|2023|UKBMS|51.5202|0.2774|1.622|-1.114|0.9544
LBCP - East and North Field|TQ583827|England|7|2016|2023|UKBMS|51.5210|0.2803|-0.648|-2.873|0.9489
Phyllis Currie Reserve|TL721181|England|8|2016|2023|UKBMS|51.8350|0.4964|2.613|-2.068|0.7773
EWT Roding Valley Meadows|TQ434951|England|5|2017|2023|UKBMS|51.6364|0.0707|5.846|4.785|0.6414
Mousehold Heath|TG244103|England|20|2003|2023|UKBMS|52.6440|1.3155|-1.286|-2.561|0.7862
Blakeney Point|TF999461|England|14|2008|2023|UKBMS|52.9750|0.9758|4.951|3.186|0.9727
Winterton Dunes|TG491208|England|16|2008|2023|UKBMS|52.7274|1.6877|-0.850|3.241|0.8173
Strumpshaw Fen TG341065|TG340065|England|16|2008|2023|UKBMS|52.6058|1.4544|-0.447|1.383|0.8098
Swanton Novers Great Wood 1|TG015310|England|26|1992|2023|UKBMS|52.8388|0.9902|0.625|-3.779|0.8920
Marston Marshes|TG212055|England|15|2009|2023|UKBMS|52.6022|1.2651|5.830|3.578|0.6346
Dersingham Bog|TF675290|England|12|2012|2023|UKBMS|52.8325|0.4850|-1.135|2.518|0.9009
Scolt Head Island|TF800465|England|15|2009|2023|UKBMS|52.9856|0.6800|-2.205|5.407|0.9208
Tomas's pightle|TG358082|England|15|2009|2023|UKBMS|52.6203|1.4822|1.848|4.751|0.4286
Swanton Novers Great Wood 2|TG015315|England|21|1998|2023|UKBMS|52.8433|0.9905|-0.100|-4.185|0.6434
Swanton Novers Great Wood 3|TG006317|England|21|1998|2023|UKBMS|52.8454|0.9773|1.359|0.229|0.8838
Strumpshaw Fen Swallowtail|TG339070|England|14|2010|2023|UKBMS|52.6104|1.4533|2.978|-0.296|0.6270
Wheatfen Broad|TG326060|England|14|2010|2023|UKBMS|52.6020|1.4334|5.300|5.120|0.1293
Sutton Fen|TG370233|England|14|2010|2023|UKBMS|52.7553|1.5107|0.508|0.539|0.9579
Buxton Heath|TG175221|England|14|2010|2023|UKBMS|52.7527|1.2215|-0.660|3.163|0.7975
Pensthorpe|TF950287|England|8|2011|2023|UKBMS|52.8206|0.8925|-1.987|4.664|0.9005
Gaywood Valley, Kings Lynn|TF654216|England|9|2011|2022|UKBMS|52.7667|0.4501|-1.234|-1.896|0.9020
Mousehold Heath East|TG249102|England|12|2012|2023|UKBMS|52.6429|1.3228|5.508|1.147|0.6626
Ludham Marshes|TG409178|England|12|2012|2023|UKBMS|52.7042|1.5644|6.478|4.980|0.2385
Dersingham Village Railway Line|TF681320|England|12|2012|2023|UKBMS|52.8592|0.4954|0.110|-4.091|0.7015
Catfield Fen|TG366214|England|12|2012|2023|UKBMS|52.7384|1.5034|2.132|-0.495|0.8829
Barnham Cross Common|TL864811|England|11|2012|2023|UKBMS|52.3962|0.7382|5.438|2.303|0.5121
Sculthorpe 2|TF902299|England|10|2013|2023|UKBMS|52.8330|0.8220|-0.679|1.487|0.9829
Sculthorpe Moor 3|TF899301|England|10|2014|2023|UKBMS|52.8349|0.8177|0.013|-2.586|0.9432
Holt Country Park|TG082377|England|8|2015|2023|UKBMS|52.8964|1.0938|1.323|-3.176|0.9197
Courtyard Farm|TF722403|England|9|2015|2023|UKBMS|52.9325|0.5606|5.100|1.559|0.4737
How Hill New|TG370194|England|9|2015|2023|UKBMS|52.7203|1.5079|-0.571|1.568|0.7899
Blakeney Friary Hills|TG033441|England|9|2015|2023|UKBMS|52.9557|1.0251|3.546|1.512|0.4985
Felbrigg Hall|TG192395|England|8|2015|2023|UKBMS|52.9082|1.2583|1.962|-1.644|0.8379
Foxley Wood|TG055227|England|7|2016|2023|UKBMS|52.7628|1.0443|-1.027|-1.469|0.8976
Redgrave and Lopham Fen|TM053799|England|8|2016|2023|UKBMS|52.3786|1.0149|0.312|-1.039|0.9393
Reffley Wood|TF655219|England|8|2016|2023|UKBMS|52.7693|0.4517|-1.903|-1.360|0.7493
Burgh Doles/Common|TG440126|England|8|2016|2023|UKBMS|52.6562|1.6063|0.804|-1.182|0.9632
Foulden common|TL762999|England|8|2016|2023|UKBMS|52.5684|0.5984|2.706|3.523|0.9090
Lynford Water|TL824946|England|6|2017|2023|UKBMS|52.5187|0.6869|5.205|3.085|0.8593
East Ruston Common|TG345283|England|5|2017|2023|UKBMS|52.8012|1.4773|2.943|0.998|0.8738
Blickling Lakeside|TG175290|England|6|2018|2023|UKBMS|52.8146|1.2260|4.636|2.588|0.5664
Snettisham Coastal Park|TF651342|England|5|2018|2023|UKBMS|52.8799|0.4520|0.807|3.006|0.9631
Blickling Mausoleum|TG169291|England|5|2019|2023|UKBMS|52.8158|1.2172|-1.648|-2.001|0.4204
Oxburgh Hall 1|TF742012|England|4|2019|2023|UKBMS|52.5807|0.5696|4.313|2.618|0.6764
Oxburgh Hall 2|TF741007|England|4|2019|2023|UKBMS|52.5762|0.5679|-1.260|-2.093|0.9247
Cley Marshes|TG059441|England|5|2019|2023|UKBMS|52.9547|1.0637|-1.169|-0.140|0.8487
Abbey Farm|TF742272|England|5|2019|2023|UKBMS|52.8142|0.5834|8.706|0.412|0.1475
Bintree Wood North|TG003219|England|3|2020|2022|UKBMS|52.7576|0.9669|-2.720|1.144|0.6356
Marriott's Way|TG191112|England|3|2021|2023|UKBMS|52.6542|1.2379|8.124|1.937|0.2990
Broadland Country Park|TG179172|England|3|2021|2023|UKBMS|52.7086|1.2241|-0.759|-2.571|0.9118
Sheringham Park|TG139412|England|3|2021|2023|UKBMS|52.9256|1.1807|1.879|-1.725|0.5936
Cockleycley Wood|TF777051|England|2|2021|2022|UKBMS|52.6146|0.6233|-0.936|-1.359|0.8971
Wensum Way, Lenwade|TG086183|England|2|2021|2022|UKBMS|52.7221|1.0874|2.163|-1.304|0.9107
Buxton 2|TG170219|England|3|2021|2023|UKBMS|52.7511|1.2139|0.780|-2.748|0.4668
Cranwich 2|TL774942|England|3|2021|2023|UKBMS|52.5168|0.6130|5.303|3.169|0.6507
Oxburgh Hall 3|TF741002|England|3|2021|2023|UKBMS|52.5718|0.5676|1.899|1.977|0.9744
Stoke Holy Cross - Jubilee Meadow|TG238019|England|2|2022|2023|UKBMS|52.5689|1.3010|3.857|1.498|0.3826
Middle Harling New|TL983832|England|2|2022|2023|UKBMS|52.4108|0.9141|5.938|3.423|0.6399
Sun Lane Nature Reserve|SE155467|England|16|2003|2023|UKBMS|53.9162|-1.7655|-0.406|0.307|0.9266
Thorpe Marsh Nature Reserve|SE585095|England|22|2002|2023|UKBMS|53.5788|-1.1179|4.785|0.751|0.8005
Swarth Moor SSSI, Settle|SD807693|England|20|2003|2023|UKBMS|54.1192|-2.2968|0.090|1.271|0.9232
Threshfield, Long Ashes|SD977647|England|15|2004|2023|UKBMS|54.0782|-2.0366|-0.599|-0.388|0.9505
Priory Fields|TA053314|England|17|2007|2023|UKBMS|53.7683|-0.4039|-0.145|4.369|0.8325
Lea Green Bastow Wood|SD996652|England|20|2004|2023|UKBMS|54.0827|-2.0076|0.564|-1.462|0.9175
Ballowfield LNR|SD987899|England|14|2007|2023|UKBMS|54.3047|-2.0215|0.909|-2.112|0.8985
Scar Close NNR|SD750775|England|19|2004|2023|UKBMS|54.1926|-2.3846|-0.831|2.654|0.7685
Burniston-Cloughton|TA015932|England|5|2007|2022|UKBMS|54.3243|-0.4409|2.063|3.335|0.3063
Broad Heads Farm|SE903882|England|13|2008|2023|UKBMS|54.2815|-0.6145|1.510|1.732|0.5979
Hawnby Hill|SE539917|England|14|2009|2023|UKBMS|54.3180|-1.1729|-2.019|0.934|0.8066
Fen Bog|SE855981|England|10|2010|2023|UKBMS|54.3712|-0.6854|-0.838|2.379|0.9230
Burton Leonard Lime Quarry|SE324632|England|13|2010|2023|UKBMS|54.0637|-1.5065|1.009|-3.373|0.9321
Pexton Bank|SE854855|England|10|2010|2023|UKBMS|54.2581|-0.6906|0.059|-3.950|0.6821
Bishop Monkton railway Cutting|SE315663|England|13|2011|2023|UKBMS|54.0916|-1.5199|5.490|1.943|0.6003
Silpho Quarry|SE962920|England|12|2011|2023|UKBMS|54.3145|-0.5227|4.710|1.884|0.5746
Askham Bog|SE572482|England|9|2011|2023|UKBMS|53.9268|-1.1304|1.780|0.852|0.9514
Staveley East|SE370630|England|13|2011|2023|UKBMS|54.0616|-1.4362|10.177|2.134|0.4993
Staveley West|SE362628|England|13|2011|2023|UKBMS|54.0599|-1.4485|5.302|3.023|0.6156
Malham Tarn NNR|SD890672|England|8|2013|2023|UKBMS|54.1006|-2.1697|3.019|-1.226|0.9374
Low Ox Pasture, Kilnsey|SD970685|England|8|2014|2023|UKBMS|54.1124|-2.0474|-0.045|2.251|0.7547
Ingleborough High Brae|SD791738|England|9|2014|2023|UKBMS|54.1596|-2.3216|0.102|2.263|0.7407
Flatts Lane Eston Moor|NZ551168|England|9|2015|2023|UKBMS|54.5435|-1.1498|1.063|-3.235|0.7388
Ellerburn new|SE853849|England|9|2015|2023|UKBMS|54.2527|-0.6923|2.258|2.541|0.8834
Brae Pasture|SD791740|England|8|2015|2022|UKBMS|54.1614|-2.3216|0.666|2.222|0.4967
Grass Wood|SD986656|England|9|2015|2023|UKBMS|54.0863|-2.0229|-0.054|-0.796|0.8967
Leyburn Old Glebe|SE101897|England|8|2015|2023|UKBMS|54.3028|-1.8463|4.520|4.337|0.5516
Southerscales|SD743762|England|9|2015|2023|UKBMS|54.1809|-2.3953|0.094|2.229|0.3747
Barlow Common|SE630286|England|8|2016|2023|UKBMS|53.7500|-1.0461|1.465|-0.898|0.8941
Wheldrake Ings|SE701441|England|8|2016|2023|UKBMS|53.8884|-0.9349|4.558|4.335|0.8845
